Count,Year,JD,mm-dd,HR MIN,PPFD_in,PPFD^2,TA,TA^2,PPFD.x.TA,RH,WS,WD,P,kPa,Vol W C ,Soil T,G,RAD,NETRAD,Sonic T,USTAR,FC,SC,NEE,CO2,  H,  LE
9987,2018,209,27-Jul,30,0,0,20.17,406.8,0,98.8,1.48,71.3,0,101.3,0.052,23.02,1.43,0,-37.62,,,,,,,,
9988,2018,209,27-Jul,100,0,0,20.05,402.0,0,98.8,1.44,313,0,101.3,0.052,22.96,1.16,0,-31.56,,,,,,,,
9989,2018,209,27-Jul,130,0,0,19.9,396.0,0,98.9,1.6,0.3,0,101.2,0.052,22.9,0.92,0,-11.79,,,,,,,,
9990,2018,209,27-Jul,200,0,0,19.92,396.8,0,98.9,1.48,27.3,0,101.2,0.052,22.85,0.74,0,-12.58,,,,,,,,
9991,2018,209,27-Jul,230,0,0,19.98,399.2,0,98.9,1.41,60.4,0,101.2,0.052,22.79,0.59,0,-26.2,,,,,,,,
9992,2018,209,27-Jul,300,0,0,19.67,386.9,0,99,1.42,27.8,0,101.2,0.052,22.74,0.45,0,-28.14,,,,,,,,
9993,2018,209,27-Jul,330,0,0,19.59,383.8,0,99,1.43,79,0,101.2,0.052,22.68,0.31,0,-17.63,,,,,,,,
9994,2018,209,27-Jul,400,0,0,19.58,383.4,0,99,1.4,30.1,0,101.2,0.052,22.63,0.16,0,-21.8,,,,,,,,
9995,2018,209,27-Jul,430,0,0,19.69,387.7,0,99,1.4,83.1,0,101.2,0.052,22.58,0.03,0,-20.69,,,,,,,,
9996,2018,209,27-Jul,500,0,0,19.75,390.1,0,99,1.38,90.9,0,101.2,0.052,22.54,-0.06,0,-12.37,,,,,,,,
9997,2018,209,27-Jul,530,0,0,20,400.0,0,99,1.56,80.1,0,101.2,0.052,22.5,-0.09,0,-1.26,,,,,,,,
9998,2018,209,27-Jul,600,1.6,3,20.17,406.8,32.272,99,1.53,117,0,101.2,0.052,22.47,-0.03,0.6,-4.07,,,,,,,,
9999,2018,209,27-Jul,630,16.4,269,20.33,413.3,333.412,99,1.41,60.3,0,101.2,0.052,22.45,0.11,6.8,5.54,,,,,,,,
10000,2018,209,27-Jul,700,83.3,6939,20.51,420.7,1708.483,99,1.47,17.8,0,101.2,0.052,22.44,0.36,45.5,27.79,,,,,,,,
10001,2018,209,27-Jul,730,167.1,27922,20.79,432.2,3474.009,99,1.43,43.8,0,101.2,0.052,22.45,0.73,83.9,50.01,,,,,,,,
10002,2018,209,27-Jul,800,180.2,32472,21.23,450.7,3825.646,98.9,1.47,114.8,0,101.3,0.052,22.46,1.18,90.8,68.47,,,,,,,,
10003,2018,209,27-Jul,830,143.4,20564,21.69,470.5,3110.346,98.1,1.45,117,0,101.3,0.052,22.48,1.66,72.1,30.73,,,,,,,,
10004,2018,209,27-Jul,900,276.6,76508,22.01,484.4,6087.966,97.3,1.48,87.2,0,101.3,0.052,22.53,2.25,131.6,64.92,,,,,,,,
10005,2018,209,27-Jul,930,743,552049,23.27,541.5,17289.61,90.1,1.58,95,0,101.3,0.052,22.6,2.99,354.7,262.1,,,,,,,,
10006,2018,209,27-Jul,1000,640.8,410625,23.61,557.4,15129.288,86.1,1.66,159.6,0,101.3,0.052,22.72,3.97,301.3,234.1,,,,,,,,
10007,2018,209,27-Jul,1030,990,980100,24.19,585.2,23948.1,82.6,1.51,160.7,0,101.3,0.052,22.9,4.99,464.4,353.7,,,,,,,,
10008,2018,209,27-Jul,1100,1340,1795600,25.06,628.0,33580.4,79.8,1.71,269.7,0,101.3,0.052,23.09,6.1,629.8,483.9,,,,,,,,
10009,2018,209,27-Jul,1130,1715,2941225,26.24,688.5,45001.6,74.5,1.69,204.7,0,101.3,0.052,23.26,7.28,835,654,,,,,,,,
10010,2018,209,27-Jul,1200,1303,1697809,26.55,704.9,34594.65,71.5,1.91,235.2,0,101.2,0.052,23.43,8.49,619,481.6,,,,,,,,
10011,2018,209,27-Jul,1230,1760,3097600,26.9,723.6,47344,64.2,2.01,27.5,0,101.2,0.052,23.64,9.75,851,666.5,,,,,,,,
10012,2018,209,27-Jul,1300,1885,3553225,27.62,762.9,52063.7,64.2,1.85,263.9,0,101.2,0.051,23.83,10.61,912,728,,,,,,,,
10013,2018,209,27-Jul,1330,1513,2289169,27.69,766.7,41894.97,63.8,1.74,224.1,0,101.1,0.051,23.99,11.29,718,573.1,,,,,,,,
10014,2018,209,27-Jul,1400,1611,2595321,28.29,800.3,45575.19,58,1.94,322.6,0,101.1,0.05,24.12,11.71,775,602.7,,,,,,,,
10015,2018,209,27-Jul,1430,1484,2202256,28.55,815.1,42368.2,56.5,2,274.5,0,101.1,0.05,24.22,12.28,707,544.7,,,,,,,,
10016,2018,209,27-Jul,1500,1540,2371600,29.03,842.7,44706.2,57.3,2.05,259.2,0,101.1,0.05,24.31,12.59,738,572.4,,,,,,,,
10017,2018,209,27-Jul,1530,890,792100,28.41,807.1,25284.9,59,1.8,245.5,0,101.1,0.05,24.38,12.61,406.8,301.2,,,,,,,,
10018,2018,209,27-Jul,1600,1036,1073296,28.56,815.7,29588.16,63,2.27,277.5,0,101.1,0.049,24.44,12.44,487.3,357.6,,,,,,,,
10019,2018,209,27-Jul,1630,1222,1493284,28.77,827.7,35156.94,59.3,2.05,228.7,0,101.1,0.049,24.48,12.23,591.4,407,,,,,,,,
10020,2018,209,27-Jul,1700,724,524176,28.72,824.8,20793.28,62.1,2.12,338.6,0,101.1,0.049,24.52,12.18,343.4,223.5,,,,,,,,
10021,2018,209,27-Jul,1730,508.4,258471,28.15,792.4,14311.46,63.4,1.67,305.4,0,101.1,0.049,24.55,11.89,259.3,164.7,,,,,,,,
10022,2018,209,27-Jul,1800,575.6,331315,28.28,799.8,16277.968,60.4,2,276.1,0,101.1,0.049,24.56,11.13,296.4,172.8,,,,,,,,
10023,2018,209,27-Jul,1830,634.1,402083,28.59,817.4,18128.919,57.3,2.27,278.3,0,101.1,0.048,24.57,10.59,332.7,175,,,,,,,,
10024,2018,209,27-Jul,1900,404.8,163863,28.32,802.0,11463.936,57.3,1.85,264.9,0,101.1,0.049,24.56,10.12,231.1,99.1,,,,,,,,
10025,2018,209,27-Jul,1930,285.2,81339,28.09,789.0,8011.268,58.8,1.79,253.2,0,101.2,0.048,24.53,9.51,165.4,25.03,,,,,,,,
10026,2018,209,27-Jul,2000,106,11236,26.85,720.9,2846.1,58.5,1.81,243.4,0,101.2,0.048,24.48,8.69,57.2,-31.37,,,,,,,,
10027,2018,209,27-Jul,2030,14.9,222,25.04,627.0,373.096,64.3,1.83,249.7,0,101.2,0.048,24.41,7.59,8,-49.65,,,,,,,,
10028,2018,209,27-Jul,2100,0.1,0,24.07,579.4,2.407,65.1,1.91,241,0,101.3,0.048,24.32,6.36,0.1,-50.53,,,,,,,,
10029,2018,209,27-Jul,2130,-0.1,0,23.29,542.4,-2.329,69.9,1.8,227.8,0,101.3,0.049,24.23,5.16,0,-49.96,,,,,,,,
10030,2018,209,27-Jul,2200,0,0,22.82,520.8,0,71.3,1.88,254.8,0,101.3,0.049,24.14,4.08,0,-51.06,,,,,,,,
10031,2018,209,27-Jul,2230,0,0,22.64,512.6,0,72.4,1.93,217.6,0,101.3,0.048,24.07,3.13,0,-50.84,,,,,,,,
10032,2018,209,27-Jul,2300,0,0,21.93,480.9,0,75.9,1.87,246.7,0,101.3,0.049,24,2.29,0,-50.29,,,,,,,,
10033,2018,209,27-Jul,2330,0,0,21.29,453.3,0,78.9,1.98,239.4,0,101.3,0.049,23.93,1.57,0,-51.35,,,,,,,,
10034,2018,209,27-Jul,2400,0,0,20.55,422.3,0,82.7,1.74,236,0,101.3,0.05,23.86,0.94,0,-50.73,,,,,,,,
10035,2018,210,28-Jul,30,0,0,20.14,405.6,0,84.2,1.82,225.3,0,101.4,0.051,23.76,0.38,0,-46.91,,,,,,,,
10036,2018,210,28-Jul,100,0,0,19.87,394.8,0,85.6,1.9,261.1,0,101.4,0.049,23.65,-0.12,0,-48.84,,,,,,,,
10037,2018,210,28-Jul,130,0,0,19.52,381.0,0,87.3,1.77,248.5,0,101.4,0.051,23.55,-0.57,0,-45.59,,,,,,,,
10038,2018,210,28-Jul,200,0,0,19.54,381.8,0,87,1.82,246.9,0,101.4,0.051,23.45,-0.96,0,-42.61,,,,,,,,
10039,2018,210,28-Jul,230,0,0,19.41,376.7,0,87.3,1.82,268,0,101.4,0.049,23.36,-1.31,0,-45.82,,,,,,,,
10040,2018,210,28-Jul,300,0,0,19.25,370.6,0,88,1.82,265.9,0,101.4,0.049,23.27,-1.6,0,-47.08,,,,,,,,
10041,2018,210,28-Jul,330,0,0,19.01,361.4,0,88.6,1.89,252.8,0,101.5,0.049,23.18,-1.87,0,-48.57,,,,,,,,
10042,2018,210,28-Jul,400,0,0,18.81,353.8,0,88.4,1.83,262.2,0,101.5,0.049,23.09,-2.12,0,-49.65,,,,,,,,
10043,2018,210,28-Jul,430,0,0,18.57,344.8,0,88,1.89,270.5,0,101.5,0.05,23.01,-2.35,0,-50.05,,,,,,,,
10044,2018,210,28-Jul,500,0,0,18.56,344.5,0,87.7,1.77,261.3,0,101.5,0.048,22.93,-2.59,0,-49.9,,,,,,,,
10045,2018,210,28-Jul,530,0,0,18.38,337.8,0,87.9,1.91,288.3,0,101.5,0.048,22.85,-2.81,0,-50.47,,,,,,,,
10046,2018,210,28-Jul,600,5.2,27,18.05,325.8,93.86,89.4,1.88,286.5,0,101.6,0.048,22.77,-3,3.9,-44.95,,,,,,,,
10047,2018,210,28-Jul,630,51.8,2683,17.97,322.9,930.846,90.2,1.91,279.9,0,101.6,0.048,22.71,-3.11,30.4,-25.95,,,,,,,,
10048,2018,210,28-Jul,700,125.6,15775,18.08,326.9,2270.848,90.2,1.8,278.1,0,101.6,0.049,22.67,-3.05,67.2,6.23,,,,,,,,
10049,2018,210,28-Jul,730,199.8,39920,18.37,337.5,3670.326,90.1,1.74,284.6,0,101.6,0.048,22.66,-2.76,100.9,31.79,,,,,,,,
10050,2018,210,28-Jul,800,387.9,150466,19.18,367.9,7439.922,87.8,1.88,276.6,0,101.6,0.048,22.66,-2.18,196.7,100.4,,,,,,,,
10051,2018,210,28-Jul,830,556.5,309692,20.5,420.3,11408.25,81.8,2.19,305.2,0,101.6,0.047,22.69,-1.38,279.8,163.3,,,,,,,,
10052,2018,210,28-Jul,900,686.6,471420,21.36,456.2,14665.776,76.6,2.26,320.9,0,101.6,0.047,22.74,-0.42,341.7,214.6,,,,,,,,
10053,2018,210,28-Jul,930,909,826281,22.31,497.7,20279.79,71.7,2.17,337.3,0,101.6,0.047,22.8,0.66,448,299.7,,,,,,,,
10054,2018,210,28-Jul,1000,1202,1444804,23.26,541.0,27958.52,64.3,2.02,41.8,0,101.6,0.047,22.87,1.87,593.6,419.8,,,,,,,,
10055,2018,210,28-Jul,1030,917,840889,23.53,553.7,21577.01,63.3,1.93,304.1,0,101.6,0.047,22.95,3.19,457.6,319,,,,,,,,
10056,2018,210,28-Jul,1100,968,937024,23.64,558.8,22883.52,62.2,1.89,276.6,0,101.6,0.047,23.03,3.85,479.6,337.5,,,,,,,,
10057,2018,210,28-Jul,1130,1097,1203409,23.81,566.9,26119.57,60.4,1.89,17.1,0,101.6,0.047,23.11,4.28,542.2,387.9,,,,,,,,
10058,2018,210,28-Jul,1200,1483,2199289,24.39,594.9,36170.37,54.9,1.73,321.5,0,101.6,0.046,23.2,4.83,730,531.3,,,,,,,,
10059,2018,210,28-Jul,1230,1448,2096704,24.77,613.6,35866.96,51.8,1.95,79.8,0,101.5,0.046,23.32,5.57,710,526,,,,,,368.63,,
10060,2018,210,28-Jul,1300,1621,2627641,25.2,635.0,40849.2,51.3,1.79,32,0,101.5,0.046,23.46,6.27,804,601.5,,,,,,368.58,,
10061,2018,210,28-Jul,1330,1683,2832489,25.66,658.4,43185.78,50.7,1.11,254.1,0,101.6,0.046,23.6,6.87,834,627.4,25.85,0.393,-23.588,,-23.588,367.91,161.749,320.429
10062,2018,210,28-Jul,1400,1716,2944656,25.93,672.4,44495.88,48.7,0.36,284.8,0,101.6,0.045,23.71,7.43,844,636.2,26.13,0.239,-14.937,0.242,-15.179,371.37,105.884,198.149
10063,2018,210,28-Jul,1430,1652,2729104,26.2,686.4,43282.4,46.9,1.05,226.7,0,101.5,0.045,23.8,8.16,810,603.8,26.8,0.447,-31.286,0.52,-31.806,371.78,228.937,531.977
10064,2018,210,28-Jul,1500,1656,2742336,26.41,697.5,43734.96,46.5,1.65,274.7,0,101.5,0.045,23.88,8.79,808,603.2,26.82,0.4,-18.1,-1.309,-16.791,371.28,147.013,331.272
10065,2018,210,28-Jul,1530,1522,2316484,26.64,709.7,40546.08,45.9,1.42,226.2,0,101.6,0.045,23.94,9.07,741,543.6,27.06,0.442,-21.304,-0.031,-21.272,372.48,164.599,461.524
10066,2018,210,28-Jul,1600,1431,2047761,26.85,720.9,38422.35,45.9,1.55,316.5,0,101.5,0.045,23.99,9.46,695.4,501.3,27.21,0.426,-18.949,0.317,-19.266,373.5,157.484,441.234
10067,2018,210,28-Jul,1630,1323,1750329,27.04,731.2,35773.92,44,1.56,227.3,0,101.5,0.045,24.02,9.31,641.8,418.3,27.55,0.472,-20.015,-0.379,-19.636,375.01,182.725,496.657
10068,2018,210,28-Jul,1700,1180,1392400,27.27,743.7,32178.6,42.3,1.03,183.9,0,101.5,0.044,24.04,9.23,573.2,344.3,27.78,0.361,-14.112,-0.319,-13.794,374.08,150.332,373.308
10069,2018,210,28-Jul,1730,893,797449,27.42,751.9,24486.06,42.7,1.62,186,0,101.5,0.045,24.05,9.07,430.6,229,27.81,0.367,-11.598,-0.533,-11.065,373.25,84.484,259.238
10070,2018,210,28-Jul,1800,749,561001,27.19,739.3,20365.31,44.5,0.63,123,0,101.5,0.044,24.04,8.19,370.6,148.6,28.19,0.243,-10.717,0.509,-11.225,374.39,70.89,256.209
10071,2018,210,28-Jul,1830,581.9,338608,27.35,748.0,15914.965,44.5,0.79,129.7,0,101.5,0.044,24.01,7.35,290.3,105.7,28.31,0.271,-7.292,0.426,-7.717,373.33,42.718,163.19
10072,2018,210,28-Jul,1900,379.2,143793,26.78,717.2,10154.976,50,0.8,188.7,0,101.5,0.044,23.97,6.58,192.9,24.24,28.16,0.203,-7.52,-0.595,-6.925,373.56,12.685,193.536
10073,2018,210,28-Jul,1930,184.1,33893,25.9,670.8,4768.19,60.4,0.59,233.1,0,101.6,0.043,23.91,5.8,92.6,-31.14,28.33,0.23,-4.767,0.524,-5.292,371.95,23.794,155.896
10074,2018,210,28-Jul,2000,58.4,3411,24.54,602.2,1433.136,66.2,0.94,182.3,0,101.6,0.044,23.84,4.95,29.4,-44.9,27.88,0.188,-3.287,-0.393,,376.69,-2.707,110.343
10075,2018,210,28-Jul,2030,8.8,77,23.37,546.2,205.656,70.9,0.86,191,0,101.6,0.044,23.75,4.03,3.5,-45.73,27.3,0.067,-0.611,0.216,,383.04,-2.618,20.986
10076,2018,210,28-Jul,2100,0,0,22.08,487.5,0,73.9,1.03,130.9,0,101.6,0.044,23.66,3.11,0,-46.99,26.34,0.065,0.472,-2.71,,399.6,-4.554,12.913
10077,2018,210,28-Jul,2130,0,0,21.2,449.4,0,78.9,1.02,145.2,0,101.6,0.044,23.56,2.27,0,-54.16,25.71,0.057,0.362,-3.309,,405.79,-1.208,0.501
10078,2018,210,28-Jul,2200,0,0,20.95,438.9,0,80.6,1.1,155.2,0,101.7,0.044,23.47,1.52,0,-54.57,24.26,0.041,16.139,-7.738,,407.02,-44.078,182.812
10079,2018,210,28-Jul,2230,0,0,20.47,419.0,0,81.8,1.13,184.8,0,101.7,0.044,23.37,0.87,0,-55.45,23.1,0.096,3.795,-3.143,,407.04,-9.829,-6.194
10080,2018,210,28-Jul,2300,0,0,20.07,402.8,0,85.8,1.33,198.7,0,101.7,0.043,23.29,0.34,0,-56.3,22.81,0.149,6.49,-0.671,,409.81,-14.327,-25.481
10081,2018,210,28-Jul,2330,0,0,20.17,406.8,0,86.4,1.29,193.6,0,101.7,0.043,23.2,-0.08,0,-57.51,22.28,0.186,7.113,-0.294,,405.49,-18.732,-3.84
10082,2018,210,28-Jul,2400,0,0,19.69,387.7,0,88.3,1.53,198.9,0,101.7,0.043,23.12,-0.41,0,-55.52,21.95,0.231,10.714,-1.42,12.134,412.15,-31.951,-12.779
10083,2018,211,29-Jul,30,0,0,19.32,373.3,0,89.3,1.5,216.1,0,101.7,0.043,23.04,-0.7,0,-52.98,22.01,0.268,4.646,1.906,2.74,416.21,-27.322,-6.685
10084,2018,211,29-Jul,100,0,0,18.71,350.1,0,90.8,1.16,249.7,0,101.7,0.043,22.95,-1.01,0,-44.78,21.47,0.218,6.826,-3.133,9.959,417.04,-21.793,-3.745
10085,2018,211,29-Jul,130,0,0,18.46,340.8,0,92.4,1.1,189.9,0,101.7,0.043,22.87,-1.36,0,-44.51,21.2,0.154,6.086,-1.966,,419.15,-18.324,6.142
10086,2018,211,29-Jul,200,0,0,18.19,330.9,0,92.7,0.55,156.8,0,101.7,0.042,22.78,-1.74,0,-46.44,21.23,0.015,-0.061,-0.725,,420.15,-0.045,-0.005
10087,2018,211,29-Jul,230,0,0,17.5,306.3,0,94.3,0.96,183.2,0,101.7,0.042,22.69,-2.13,0,-45.09,21.09,0.041,-0.154,-1.061,,423.88,-0.441,0.811
10088,2018,211,29-Jul,300,0,0,17.51,306.6,0,97.3,0.74,222.3,0,101.7,0.042,22.61,-2.5,0,-45.91,20.67,0.055,1.097,-0.599,,420.59,-6.487,-3.431
10089,2018,211,29-Jul,330,0,0,17.18,295.2,0,97.2,0.65,154.2,0,101.7,0.043,22.52,-2.85,0,-44.37,20.31,0.03,0.547,-2.038,,418.21,-1.831,-1.882
10090,2018,211,29-Jul,400,0,0,16.95,287.3,0,98.2,0.37,168,0,101.8,0.043,22.43,-3.19,0,-42,20.59,0.036,0.839,1.427,,416.51,-4.691,-3.141
10091,2018,211,29-Jul,430,0,0,16.66,277.6,0,97.9,0.22,158.6,0,101.8,0.042,22.34,-3.49,0,-41.6,20.48,0.056,0.469,0.821,,442.97,-1.073,0.854
10092,2018,211,29-Jul,500,0,0,16.37,268.0,0,98.5,0.63,184.7,0,101.8,0.042,22.26,-3.77,0,-43.74,20.42,0.03,0.75,0.591,,464.82,-2.179,-1.272
10093,2018,211,29-Jul,530,0,0,16.12,259.9,0,98.5,0.98,327.4,0,101.7,0.042,22.17,-4.04,0,-40.94,19.43,0.007,2.336,-11.624,,435.02,-0.206,0.983
10094,2018,211,29-Jul,600,3.5,12,14.94,223.2,52.29,98.7,0.26,53.7,0,101.8,0.042,22.09,-4.29,1.7,-38.62,18.55,0.047,-0.493,-9.649,,458.03,-0.82,-6.176
10095,2018,211,29-Jul,630,52.5,2756,15.85,251.2,832.125,99,0.29,81.5,0,101.8,0.042,22.03,-4.5,30.3,-18.39,19.49,0.048,3.584,12.734,,501.92,-2.198,4.124
10096,2018,211,29-Jul,700,192.4,37018,16.83,283.2,3238.092,99.1,0.44,129.1,0,101.8,0.042,21.98,-4.54,108.3,23.13,18.25,0.046,3.659,-10.782,,509.24,-5.127,-3.752
10097,2018,211,29-Jul,730,374.8,140475,18.41,338.9,6900.068,97.8,0.61,81.6,0,101.7,0.042,21.97,-4.28,191.6,71.2,17.85,0.04,1.081,-18.406,,485.14,-1.037,13.715
10098,2018,211,29-Jul,800,472.6,223351,20.05,402.0,9475.63,88.6,0.55,83.5,0,101.7,0.042,21.99,-3.69,231.2,105.8,18.68,0.012,0.453,-2.425,,450.09,-1.839,-3.626
10099,2018,211,29-Jul,830,551.2,303821,20.85,434.7,11492.52,81.5,0.62,51.3,0,101.8,0.043,22.03,-2.73,264.8,155,20.33,0.09,-6.6,11.55,,438.04,16.497,27.896
10100,2018,211,29-Jul,900,488.6,238730,21.8,475.2,10651.48,78.5,0.9,349.1,0,101.8,0.043,22.08,-1.59,239.5,149.9,21.88,0.212,1.909,16.15,-14.241,424.19,8.796,13.617
10101,2018,211,29-Jul,930,329.1,108307,22.19,492.4,7302.729,79,0.86,93.2,0,101.8,0.043,22.14,-0.48,164.4,92.8,22.65,0.242,-9.038,5.66,-14.699,411.92,33.439,-33.072
10102,2018,211,29-Jul,1000,296.6,87972,22.24,494.6,6596.384,81.5,0.45,58.2,0,101.7,0.043,22.21,0.41,146.4,78.1,23.5,0.186,-18.25,6.489,,408.23,54.174,232.024
10103,2018,211,29-Jul,1030,303.1,91870,22.43,503.1,6798.533,82.3,0.58,46.7,0,101.7,0.043,22.28,1.12,149.9,81.8,23.76,0.154,-2.475,5.445,,400,2.89,55.652
10104,2018,211,29-Jul,1100,351.5,123552,22.77,518.5,8003.655,82.4,0.73,90.2,0,101.7,0.043,22.34,1.74,174,100.2,23.98,0.13,-4.117,1.594,,387.94,0.516,34.676
10105,2018,211,29-Jul,1130,384.5,147840,23.15,535.9,8901.175,80.4,0.94,123.4,0,101.7,0.043,22.42,2.33,188.2,114.7,24.24,0.166,-8.682,3.598,,382.47,8.324,74.725
10106,2018,211,29-Jul,1200,461.8,213259,23.52,553.2,10861.536,78.6,0.98,57.3,0,101.7,0.043,22.49,2.91,227.7,144.1,24.62,0.205,-12.085,5.303,-17.389,379.35,16.074,68.377
10107,2018,211,29-Jul,1230,476.2,226766,23.92,572.2,11390.704,77.4,1.16,98.6,0,101.7,0.043,22.55,3.41,232.9,147.5,24.93,0.297,-7.426,2.525,-9.951,376.7,6.943,114.655
10108,2018,211,29-Jul,1300,415.5,172640,23.81,566.9,9893.055,73.3,1.02,104.4,0,101.7,0.043,22.6,3.79,202.9,124.5,25.35,0.227,-10.403,1.518,-11.921,373.42,14.844,122.367
10109,2018,211,29-Jul,1330,363.7,132278,23.71,562.2,8623.327,77.8,1.5,112.5,0,101.7,0.042,22.65,3.99,173.6,106.7,25.57,0.316,-7.501,1.335,-8.836,371.35,12.323,120.457
10110,2018,211,29-Jul,1400,362.4,131334,23.73,563.1,8599.752,77.1,1.55,107.9,0,101.6,0.043,22.69,4.1,172.4,109.1,25.33,0.315,-7.439,1.327,-8.766,373.19,-4.121,80.044
10111,2018,211,29-Jul,1430,304.2,92538,23.63,558.4,7188.246,79.4,1.1,99.9,0,101.6,0.043,22.72,4.15,145,81.8,25.35,0.281,-9.644,0.818,-10.463,372.04,1.405,76.818
10112,2018,211,29-Jul,1500,218.4,47699,23.36,545.7,5101.824,83.1,1.65,149.2,0,101.7,0.042,22.74,4.13,102.9,26.03,25.43,0.397,-8.406,-0.767,-7.639,372.95,-4.117,126.109
10113,2018,211,29-Jul,1530,226.9,51484,22.56,509.0,5118.864,89.4,1.41,158.1,0,101.7,0.043,22.76,4.06,111.9,12.19,25.33,0.286,-5.329,0.434,-5.764,373.88,-0.286,77.54
10114,2018,211,29-Jul,1600,229.3,52578,22.17,491.5,5083.581,89.3,1.35,198.6,0,101.7,0.042,22.76,3.9,109.5,-13.8,25,0.291,-2.456,-0.528,-1.927,372.65,-6.261,40.59
10115,2018,211,29-Jul,1630,169.4,28696,21.71,471.3,3677.674,85.3,1.65,169.7,0,101.7,0.042,22.76,3.68,76.1,13.07,24.28,0.333,-2.968,-0.819,-2.149,372.96,-7.132,36.215
10116,2018,211,29-Jul,1700,181,32761,21.32,454.5,3858.92,86.6,2.13,172.2,0,101.7,0.042,22.75,3.38,82.1,26.48,23.88,0.365,-1.425,0.311,-1.736,372.92,0.119,34.706
10117,2018,211,29-Jul,1730,234.8,55131,21.18,448.6,4973.064,86.5,1.72,184.6,0,101.7,0.042,22.74,3.12,113.6,18.08,23.28,0.333,-1.051,-0.378,-0.673,371.83,-8.529,30.708
10118,2018,211,29-Jul,1800,239.9,57552,21.19,449.0,5083.481,85.6,0.92,161,0,101.7,0.042,22.73,2.93,114.3,48.24,22.95,0.196,-1.836,-0.193,,371.26,-1.282,18.747
10119,2018,211,29-Jul,1830,195.7,38298,21.13,446.5,4135.141,86.1,0.81,123.9,0,101.7,0.042,22.73,2.82,93,43.99,22.82,0.132,-3.187,0.387,,371.48,3.434,36.636
10120,2018,211,29-Jul,1900,377.8,142733,21.5,462.3,8122.7,83.9,0.77,155.7,0,101.7,0.042,22.71,2.73,200.9,82,22.79,0.233,-3.066,0.249,-3.315,370.95,3.028,61.486
10121,2018,211,29-Jul,1930,206.8,42766,21.52,463.1,4450.336,83.7,0.65,113.1,0,101.7,0.042,22.68,2.59,99.9,24.52,22.77,0.189,-1.302,-0.126,,371.24,5.146,60.109
10122,2018,211,29-Jul,2000,40.9,1673,20.6,424.4,842.54,88.2,0.92,82.6,0,101.6,0.042,22.64,2.28,15.6,-37.04,23.1,0.206,-5.768,0.425,-6.193,374.01,23.916,119.195
10123,2018,211,29-Jul,2030,7.7,59,19.77,390.9,152.229,92.6,1.03,131.6,0,101.6,0.042,22.59,1.77,2.8,-44.69,22.96,0.153,-1.137,-0.115,,379.11,-4.408,34.422
10124,2018,211,29-Jul,2100,0,0,18.94,358.7,0,94.3,0.72,21,0,101.6,0.042,22.53,1.17,0,-44.7,22.35,0.049,0.158,-1.674,,387.17,-1.787,-0.558
10125,2018,211,29-Jul,2130,0,0,18.59,345.6,0,97.8,0.66,47.7,0,101.6,0.042,22.47,0.59,0,-44.99,21.69,0.08,0.57,-2.636,,393.91,-3.294,1.781
10126,2018,211,29-Jul,2200,0,0,18.48,341.5,0,98.1,0.65,78.1,0,101.6,0.042,22.4,0.06,0,-44.31,20.98,0.01,4.618,-3.921,,396.54,-7.661,-6.091
10127,2018,211,29-Jul,2230,0,0,18.37,337.5,0,98.4,0.91,144.3,0,101.6,0.042,22.33,-0.41,0,-44.09,20.65,0.106,1.49,-3.092,,396.47,-5.039,0.998
10128,2018,211,29-Jul,2300,0,0,17.94,321.8,0,98.5,1.08,89.4,0,101.6,0.041,22.27,-0.83,0,-41.92,20.44,0.12,2.377,-1.196,,406.58,-11.638,-0.932
10129,2018,211,29-Jul,2330,0,0,17.98,323.3,0,98.8,0.36,35.4,0,101.6,0.042,22.2,-1.19,0,-42.11,20.31,0.051,0.729,-0.032,,408.46,-3.617,-4.452
10130,2018,211,29-Jul,2400,0,0,17.77,315.8,0,98.8,1.06,36.9,0,101.6,0.042,22.13,-1.52,0,-39.95,19.86,0.125,1.426,-4.606,,408.54,-8.215,-3.454
10131,2018,212,30-Jul,30,0,0,17.28,298.6,0,98.8,0.84,57.7,0,101.6,0.041,22.07,-1.79,0,-37.86,19.79,0.098,1.992,-0.787,,424.88,-8.334,-1.362
10132,2018,212,30-Jul,100,0,0,17.28,298.6,0,99,0.76,50.5,0,101.6,0.041,22.02,-2.01,0,-32.73,19.56,0.072,0.558,-0.161,,425.51,-4.198,-3.082
10133,2018,212,30-Jul,130,0,0,17.46,304.9,0,99,0.93,64.5,0,101.6,0.042,21.97,-2.13,0,-8.6,19.12,0.132,9.348,-7.348,,425.61,-11.024,3.587
10134,2018,212,30-Jul,200,0,0,17.61,310.1,0,99,0.97,33,0,101.6,0.041,21.93,-2.14,0,-2.31,19.06,0.131,2.195,-0.268,,426.1,-7.629,0.281
10135,2018,212,30-Jul,230,0,0,17.66,311.9,0,99,0.58,354.7,0,101.6,0.041,21.9,-2.06,0,-4.01,19.2,0.077,1.603,0.069,,443.93,-3.359,-0.864
10136,2018,212,30-Jul,300,0,0,17.78,316.1,0,99.1,0.55,328.6,0,101.6,0.041,21.88,-1.91,0,-1.95,19.3,0.058,0.479,-0.118,,443.34,-1.639,0.374
10137,2018,212,30-Jul,330,0,0,17.91,320.8,0,99.1,0.66,42.3,0,101.6,0.041,21.86,-1.75,0,-3.69,19.33,0.112,2.558,-7.652,,450.27,-3.253,1.268
