Count,Year,JD,mm-dd,HR MIN,PPFD_in,PPFD^2,TA,TA^2,PPFD.x.TA,RH,WS,WD,P,kPa,Vol W C ,Soil T,G,RAD,NETRAD,Sonic T,USTAR,FC,SC,NEE,CO2,  H,  LE
15347,2018,320,15-Nov,1630,131,17161,5.6,31.4,733.6,63.3,3.85,301.9,0,100.7,0.091,8.26,-4.02,75.2,36.25,6.32,0.88,2.56,-0.249,2.809,422.15,7.041,72.546
15348,2018,320,15-Nov,1700,53,2809,5.5,30.3,291.5,61.9,3.66,255.6,0,100.8,0.091,8.28,-4.36,26.8,4.17,6.21,0.747,2.171,0.269,1.902,421.42,-12.211,53.954
15349,2018,320,15-Nov,1730,26.3,692,5.32,28.3,139.916,62,3.61,284.9,0,100.8,0.09,8.29,-4.72,13.5,-8.71,6.03,0.836,2.351,0.24,2.111,420.61,-19.75,46.822
15350,2018,320,15-Nov,1800,4.1,17,5.16,26.6,21.156,62.8,3.13,265.4,0,100.9,0.09,8.3,-5.07,1.7,-16.25,5.93,0.652,1.498,-0.014,1.511,420.4,-20.348,25.333
15351,2018,320,15-Nov,1830,0,0,5.2,27.0,0,61.8,3.45,256,0,100.9,0.09,8.3,-5.39,0,-18.56,5.96,0.65,2.139,0.391,1.748,419.58,-22.585,11.105
15352,2018,320,15-Nov,1900,0,0,5.17,26.7,0,61.3,3.32,298.1,0,101,0.089,8.3,-5.68,0,-20.8,5.93,0.724,2.591,0.195,2.396,419.1,-31.118,38.478
15353,2018,320,15-Nov,1930,0,0,5.32,28.3,0,58.1,4.11,276.6,0,101,0.089,8.3,-5.95,0,-21.84,6.04,0.85,2.878,0.729,2.149,417.72,-25.817,31.443
15354,2018,320,15-Nov,2000,0,0,5.06,25.6,0,59.6,3.34,267.2,0,101,0.089,8.28,-6.27,0,-51.22,5.75,0.658,3.22,-0.592,3.811,418.63,-56.503,29.195
15355,2018,320,15-Nov,2030,0,0,4.51,20.3,0,62.8,2.79,255.2,0,101.1,0.088,8.25,-6.63,0,-63.5,5.29,0.563,0.304,-1.175,1.48,420.42,-43.791,13.064
15356,2018,320,15-Nov,2100,0,0,4.08,16.6,0,64.7,2.86,274.2,0,101.1,0.088,8.22,-7.06,0,-70.4,4.87,0.608,2.229,-0.634,2.863,421.15,-57.241,10.298
15357,2018,320,15-Nov,2130,0,0,3.68,13.5,0,65.8,2.15,241.5,0,101.1,0.087,8.19,-7.52,0,-69.35,4.44,0.436,1.022,-0.078,1.1,420.73,-39.468,6.3
15358,2018,320,15-Nov,2200,0,0,2.9,8.4,0,71.6,1.83,250.1,0,101.2,0.087,8.16,-7.99,0,-67.28,3.71,0.309,0.578,-1.591,2.168,423.05,-30.696,1.199
15359,2018,320,15-Nov,2230,0,0,2.59,6.7,0,73.8,1.92,222.2,0,101.3,0.087,8.14,-8.35,0,-42.5,3.54,0.31,0.745,-0.614,1.36,423.92,-25.778,1.982
15360,2018,320,15-Nov,2300,0,0,3.34,11.2,0,69.6,2.6,254.2,0,101.3,0.086,8.11,-8.61,0,-26.52,4.28,0.488,2.944,0.586,2.358,423.78,-36.199,13.994
15361,2018,320,15-Nov,2330,0,0,3.42,11.7,0,68.2,2.5,244.3,0,101.3,0.087,8.08,-8.79,0,-64.02,4.23,0.484,1.61,0.77,0.84,422.21,-34.236,1.099
15362,2018,320,15-Nov,2400,0,0,2.98,8.9,0,70.2,2.15,246.9,0,101.3,0.086,8.05,-8.97,0,-68.09,3.77,0.389,0.875,-0.185,1.06,421.94,-39.05,0.788
15363,2018,321,16-Nov,30,0,0,2.31,5.3,0,74.5,2.23,239.5,0,101.4,0.086,8.01,-9.23,0,-67.27,3.12,0.364,2.302,-1.967,4.269,425.23,-41.691,6.339
15364,2018,321,16-Nov,100,0,0,1.82,3.3,0,78.1,2.2,235,0,101.4,0.086,7.98,-9.52,0,-66.83,2.68,0.407,1.728,-0.897,2.625,426.45,-42.648,-1.815
15365,2018,321,16-Nov,130,0,0,1.87,3.5,0,77.9,2.99,245.5,0,101.4,0.085,7.96,-9.77,0,-68.49,2.84,0.552,4.272,0.792,3.48,424.79,-71.229,-2.487
15366,2018,321,16-Nov,200,0,0,2.18,4.8,0,76.1,3.01,249.9,0,101.4,0.085,7.93,-9.94,0,-69.05,3.06,0.661,1.043,0.912,0.132,423.27,-57.555,0.189
15367,2018,321,16-Nov,230,0,0,2.2,4.8,0,76,3.17,196.4,0,101.5,0.084,7.91,-10.05,0,-68.38,3.08,0.612,1.143,-0.047,1.19,423.39,-49.302,-1.995
15368,2018,321,16-Nov,300,0,0,2.28,5.2,0,75.8,3.09,277.5,0,101.5,0.084,7.9,-10.05,0,-58.75,3.21,0.533,1.208,-0.038,1.247,423.6,-40.987,-0.078
15369,2018,321,16-Nov,330,0,0,2.94,8.6,0,73.2,2.55,282.9,0,101.5,0.084,7.9,-9.92,0,-14.8,3.88,0.493,1.213,0.518,0.695,423.49,-23.53,3.726
15370,2018,321,16-Nov,400,0,0,3.28,10.8,0,72.2,2.6,256.1,0,101.6,0.084,7.91,-9.67,0,-13.59,4.13,0.478,0.153,-0.018,0.17,424.05,-30.605,5.04
15371,2018,321,16-Nov,430,0,0,3.38,11.4,0,72.3,2.19,229.4,0,101.6,0.085,7.92,-9.35,0,-13.24,4.19,0.506,0.74,-0.507,1.247,425.32,-19.153,6.615
15372,2018,321,16-Nov,500,0,0,3.51,12.3,0,72,2.28,255.7,0,101.6,0.084,7.94,-9.03,0,-12.98,4.36,0.483,1.159,0.172,0.987,425.13,-15.853,9.202
15373,2018,321,16-Nov,530,0,0,3.67,13.5,0,71.3,2.01,276.6,0,101.7,0.084,7.96,-8.72,0,-13.2,4.51,0.439,1.379,0.361,1.018,424.59,-18.3,7.364
15374,2018,321,16-Nov,600,0,0,3.8,14.4,0,71.1,1.99,262.2,0,101.7,0.083,7.98,-8.44,0,-12.98,4.63,0.353,1.016,0.174,0.842,424.39,-14.477,8.589
15375,2018,321,16-Nov,630,0,0,3.9,15.2,0,71,1.87,294.5,0,101.7,0.084,8.01,-8.19,0,-13.19,4.75,0.467,2.739,0.675,2.064,423.06,-24.712,15.109
15376,2018,321,16-Nov,700,0,0,4.02,16.2,0,70.5,1.88,252.3,0,101.8,0.083,8.03,-7.98,0,-14.57,4.85,0.416,1.228,0.5,0.728,422.14,-16.773,3.78
15377,2018,321,16-Nov,730,0.1,0,4,16.0,0.4,70.9,1.67,256.9,0,101.8,0.083,8.05,-7.83,0.1,-18.06,4.79,0.364,1.018,-0.294,1.311,422.76,-18.607,8.107
15378,2018,321,16-Nov,800,8.2,67,3.82,14.6,31.324,72.4,1.79,273.2,0,101.8,0.082,8.06,-7.72,3.8,-28.24,4.64,0.34,1.293,-0.637,1.93,423.9,-20.562,6.135
15379,2018,321,16-Nov,830,46.5,2162,3.78,14.3,175.77,72.9,1.44,259.7,0,101.9,0.082,8.08,-7.63,25.2,-11.67,4.65,0.244,0.436,-0.106,0.542,424.07,-6.534,4.302
15380,2018,321,16-Nov,900,195.5,38220,4.11,16.9,803.505,72.1,1.56,248.2,0,101.9,0.082,8.12,-7.54,124.6,20.64,5.04,0.331,0.177,0.395,-0.217,423.7,18.273,15.42
15381,2018,321,16-Nov,930,361.4,130610,4.74,22.5,1713.036,69.3,1.62,193.4,0,102,0.082,8.16,-7.38,200.7,62.39,5.73,0.432,-0.269,0.285,-0.554,424.02,77.133,21.288
15382,2018,321,16-Nov,1000,504.3,254318,5.67,32.1,2859.381,64.1,1.91,206.5,0,102,0.082,8.22,-7.07,270,118.8,6.51,0.542,0.011,1.262,-1.251,422.65,101.559,65.79
15383,2018,321,16-Nov,1030,633.6,401449,6.26,39.2,3966.336,59.6,2.83,310.8,0,102,0.082,8.3,-6.52,334,170.8,7.08,0.596,-3.643,1.345,-4.987,420.54,111.626,25.825
15384,2018,321,16-Nov,1100,757,573049,7.18,51.6,5435.26,54.7,2.11,246.9,0,102,0.082,8.39,-5.74,393.8,224.8,7.96,0.707,0.44,1.966,-1.526,417.53,196.883,111.563
15385,2018,321,16-Nov,1130,850,722500,7.43,55.2,6315.5,50.7,3.23,267.1,0,102,0.082,8.48,-4.72,438.1,261,8.08,0.752,-3.204,0.51,-3.713,416.76,194.045,98.139
15386,2018,321,16-Nov,1200,769,591361,7.66,58.7,5890.54,49.6,3.46,268.5,0,102,0.081,8.56,-3.59,395.2,248.6,8.24,0.744,-1.815,-0.372,-1.443,417.93,168.339,104.636
15387,2018,321,16-Nov,1230,464.4,215667,7.74,59.9,3594.456,48.8,3.27,299.2,0,102,0.081,8.65,-2.84,231.2,152.6,8.18,0.724,1.605,1.077,0.529,415.64,79.434,50.128
15388,2018,321,16-Nov,1300,421,177241,7.5,56.3,3157.5,48.3,3.24,299.2,0,102,0.081,8.74,-2.42,207.9,134.4,8.12,0.766,-3.074,0.559,-3.632,414.03,75.918,74.528
15389,2018,321,16-Nov,1330,341.6,116691,7.36,54.2,2514.176,48.7,3.41,309.8,0,102,0.081,8.82,-2.19,172.4,118.7,7.96,0.825,-1.727,-0.075,-1.652,413.99,85.365,107.625
15390,2018,321,16-Nov,1400,426,181476,7.43,55.2,3165.18,48.8,2.89,267.6,0,102,0.081,8.91,-1.99,216.6,148.4,8.02,0.757,-1.84,0.11,-1.949,413.85,107.396,92.366
15391,2018,321,16-Nov,1430,506.6,256644,7.53,56.7,3814.698,47.7,3.28,352.2,0,102,0.08,8.97,-1.79,262.6,175.1,8.21,0.752,-1.602,0.011,-1.613,413.98,120.913,68.427
15392,2018,321,16-Nov,1500,445.1,198114,7.67,58.8,3413.917,47.5,2.98,297.2,0,101.9,0.08,9.02,-1.73,216.5,118.1,8.09,0.657,-1.115,-0.076,-1.04,414.35,56.846,56.772
15393,2018,321,16-Nov,1530,380.8,145009,7.49,56.1,2852.192,47.6,3.1,341.6,0,101.9,0.08,9.06,-1.81,182.9,71.9,8.26,0.736,-1.036,-0.113,-0.923,414.34,65.927,60.233
15394,2018,321,16-Nov,1600,439.6,193248,7.88,62.1,3464.048,46.7,3.06,2.8,0,101.9,0.08,9.09,-2.05,242.8,115.5,8.47,0.81,-0.951,0.34,-1.291,414.15,71.426,60.06
15395,2018,321,16-Nov,1630,178.8,31969,7.68,59.0,1373.184,48.2,2.88,274.1,0,102,0.08,9.09,-2.37,88.9,37.1,8.16,0.652,0.428,-0.27,0.698,414.46,17.153,57.828
15396,2018,321,16-Nov,1700,108.3,11729,7.2,51.8,779.76,50.3,2.81,247.5,0,102,0.08,9.08,-2.73,54.4,-4.22,7.84,0.61,1.826,-0.115,1.941,414.01,-6.937,38.379
15397,2018,321,16-Nov,1730,55.3,3058,6.8,46.2,376.04,51.2,2.37,281.9,0,102,0.079,9.05,-3.22,27.2,-50.43,7.46,0.46,0.898,-0.117,1.015,413.68,-35.584,23.644
15398,2018,321,16-Nov,1800,8.6,74,6.17,38.1,53.062,54.6,1.55,271.1,0,102.1,0.079,9.01,-3.9,3.7,-65.13,6.82,0.308,0.794,-0.675,1.468,414.25,-36.639,16.431
15399,2018,321,16-Nov,1830,0.1,0,5.41,29.3,0.541,58.9,1.2,273.7,0,102.1,0.079,8.96,-4.66,0,-60.43,6.34,0.202,0.82,-0.782,1.602,414.86,-26.719,7.629
15400,2018,321,16-Nov,1900,0,0,5.06,25.6,0,60.7,1.12,231.6,0,102.2,0.079,8.92,-5.4,0,-47.2,6.02,0.149,-0.028,-0.281,,414.96,-10.788,1.229
15401,2018,321,16-Nov,1930,0,0,4.93,24.3,0,61.4,1.21,234.9,0,102.2,0.079,8.87,-6.02,0,-37.17,5.91,0.111,0.181,-0.222,,415.27,-8.323,1.547
15402,2018,321,16-Nov,2000,0,0,4.52,20.4,0,64.2,1.48,227.5,0,102.2,0.079,8.81,-6.55,0,-40.01,5.36,0.141,0.615,-1.184,,417.28,-13.482,2.761
15403,2018,321,16-Nov,2030,0,0,3.94,15.5,0,67.2,1.33,209.9,0,102.2,0.078,8.76,-7.04,0,-57.18,4.74,0.147,0.796,-1.47,,419.65,-14.093,2.026
15404,2018,321,16-Nov,2100,0,0,3.24,10.5,0,71.9,1.23,228.5,0,102.2,0.078,8.69,-7.55,0,-55.45,4.22,0.144,0.093,-1.909,,422.79,-15.504,0.522
15405,2018,321,16-Nov,2130,0,0,2.89,8.4,0,73,1.46,250.4,0,102.3,0.078,8.63,-8.08,0,-55.28,3.72,0.162,-0.089,-1.376,,425.3,-13.816,-0.021
15406,2018,321,16-Nov,2200,0,0,2.34,5.5,0,75.7,1.26,258.8,0,102.3,0.078,8.57,-8.58,0,-54.41,3.3,0.129,-0.262,-1.767,,428.33,-10.474,-0.443
15407,2018,321,16-Nov,2230,0,0,2.08,4.3,0,77.6,1.19,249.4,0,102.3,0.078,8.5,-9.04,0,-52.46,3.29,0.111,0.112,-1.23,,430.63,-8.789,0.217
15408,2018,321,16-Nov,2300,0,0,2.26,5.1,0,76.7,1.46,248.3,0,102.3,0.078,8.45,-9.45,0,-52.57,3.46,0.148,-0.466,-0.819,,432.7,-19.193,-1.007
15409,2018,321,16-Nov,2330,0,0,2.11,4.5,0,77.4,1.32,264.4,0,102.3,0.078,8.39,-9.8,0,-52.49,3.24,0.132,-0.027,-1.272,,435.26,-15.605,-0.38
15410,2018,321,16-Nov,2400,0,0,1.96,3.8,0,78,1.36,229.4,0,102.4,0.077,8.33,-10.11,0,-52.55,2.92,0.139,0.218,-0.768,,436.72,-12.774,0.085
15411,2018,322,17-Nov,30,0,0,1.71,2.9,0,78.9,1.54,240.7,0,102.4,0.077,8.28,-10.35,0,-53.1,2.81,0.186,1.097,-0.24,,436.84,-22.438,-0.169
15412,2018,322,17-Nov,100,0,0,1.75,3.1,0,78.3,1.53,246.4,0,102.3,0.077,8.23,-10.56,0,-52.81,2.85,0.165,0.435,-0.244,,437.45,-17.962,-0.22
15413,2018,322,17-Nov,130,0,0,1.72,3.0,0,78.3,1.45,239.5,0,102.4,0.077,8.18,-10.73,0,-52.5,2.68,0.143,0.535,-0.254,,437.96,-15.653,0.487
15414,2018,322,17-Nov,200,0,0,1.39,1.9,0,80.3,1.41,247.2,0,102.4,0.077,8.14,-10.87,0,-50.72,2.37,0.161,-0.596,-1.149,,439.94,-13.134,-0.798
15415,2018,322,17-Nov,230,0,0,1.26,1.6,0,81.5,1.31,234,0,102.4,0.077,8.1,-10.96,-0.1,-42.44,2.29,0.134,0.109,-0.875,,441.65,-12.015,0.116
15416,2018,322,17-Nov,300,0,0,1.26,1.6,0,81.6,1.11,275.6,0,102.4,0.077,8.06,-11.03,-0.1,-40.65,2.35,0.075,-0.151,-0.332,,442.38,-7.132,0.091
15417,2018,322,17-Nov,330,0,0,0.82,0.7,0,84.1,0.91,276.9,0,102.4,0.077,8.02,-11.09,-0.1,-45.12,1.87,0.053,-0.217,-1.524,,445,-4.651,0.078
15418,2018,322,17-Nov,400,-0.1,0,0.19,0.0,-0.019,88.1,0.63,278.4,0,102.4,0.077,7.98,-11.16,-0.2,-44.78,1.54,0.06,-0.224,-1.765,,447.83,-3.519,0.628
15419,2018,322,17-Nov,430,-0.1,0,0.03,0.0,-0.003,90.2,0.64,241.7,0,102.4,0.077,7.94,-11.25,-0.2,-46.58,1.67,0.018,0.048,-0.928,,449.58,-0.978,0.339
15420,2018,322,17-Nov,500,-0.1,0,0.21,0.0,-0.021,89.8,0.86,247.2,0,102.4,0.077,7.9,-11.35,-0.2,-46.65,1.8,0.03,-0.025,-0.446,,450.86,-1.192,0.203
15421,2018,322,17-Nov,530,-0.1,0,0.18,0.0,-0.018,89.8,0.61,239.5,0,102.5,0.076,7.86,-11.46,-0.3,-46.7,1.68,0.019,-0.091,-0.445,,451.78,-1.19,0.833
15422,2018,322,17-Nov,600,-0.1,0,-0.15,0.0,0.015,91.3,0.48,267.1,0,102.5,0.076,7.82,-11.58,-0.3,-46.57,1.71,0.027,-0.006,-0.812,,453,1.312,0.848
15423,2018,322,17-Nov,630,-0.1,0,-0.04,0.0,0.004,91.7,0.7,272.8,0,102.5,0.076,7.79,-11.69,-0.3,-45.54,1.8,0.016,0.161,-0.237,,453.7,-0.482,1.72
15424,2018,322,17-Nov,700,-0.1,0,-0.34,0.1,0.034,92.6,0.78,301.1,0,102.5,0.076,7.75,-11.79,-0.3,-47.15,1.92,0.047,0.242,-1.49,,456.45,-3.548,0.38
15425,2018,322,17-Nov,730,0,0,-0.35,0.1,0,92.6,0.82,332.4,0,102.5,0.076,7.72,-11.88,-0.2,-41.88,1.73,0.09,0.541,0.014,,456.39,-13.579,3.568
15426,2018,322,17-Nov,800,10.1,102,-1.06,1.1,-10.706,94.7,0.36,36.5,0,102.5,0.076,7.69,-11.94,6.8,-32.47,0.89,0.048,0.096,-0.071,,455.36,-4.167,-1.45
15427,2018,322,17-Nov,830,76.6,5868,-0.9,0.8,-68.94,96,0.77,306.8,0,102.6,0.076,7.68,-11.92,52,-1.96,1.55,0.087,-1.997,1.18,,453.07,-6.131,8.201
15428,2018,322,17-Nov,900,177.6,31542,0.01,0.0,1.776,91.8,0.54,89.1,0,102.6,0.076,7.7,-11.79,101.8,26.39,1.48,0.062,-0.346,0.544,,453.39,0.396,-7.241
15429,2018,322,17-Nov,930,249,62001,0.87,0.8,216.63,89.4,0.81,62.1,0,102.6,0.076,7.73,-11.41,138.2,82.1,2.28,0.139,5.715,2.536,,449.28,-3.253,0.761
15430,2018,322,17-Nov,1000,264.2,69802,2.01,4.0,531.042,84.1,0.96,51.7,0,102.6,0.076,7.78,-10.73,136.5,96,3.05,0.271,13.802,1.368,12.435,448.14,5.295,114.137
15431,2018,322,17-Nov,1030,300.2,90120,2.86,8.2,858.572,75.6,1.77,89.7,0,102.6,0.076,7.85,-9.83,156,109.4,4.06,0.35,11.582,6.906,4.676,434.33,8.083,38.054
15432,2018,322,17-Nov,1100,370.7,137418,3.94,15.5,1460.558,66.4,1.38,105.5,0,102.6,0.076,7.94,-8.77,198.9,135.5,5.08,0.384,3.45,6.074,-2.625,422.59,64.098,56.32
15433,2018,322,17-Nov,1130,479.1,229537,4.9,24.0,2347.59,61.5,1.8,37.3,0,102.6,0.077,8.05,-7.61,254.9,183.3,5.77,0.393,0.334,3.141,-2.807,417.08,86.594,49.309
15434,2018,322,17-Nov,1200,580.9,337445,5.67,32.1,3293.703,56.8,1.31,78.7,0,102.5,0.076,8.16,-6.42,307.9,219.4,6.52,0.347,-0.003,1.706,-1.709,414.46,110.187,49.824
15435,2018,322,17-Nov,1230,563.2,317194,6.31,39.8,3553.792,55.3,1.33,120.1,0,102.5,0.076,8.28,-5.26,283.7,189.6,7.27,0.366,1.175,1.58,-0.406,411.87,87.047,58.119
15436,2018,322,17-Nov,1300,697.6,486646,7.21,52.0,5029.696,50.7,1.62,174.6,0,102.4,0.076,8.41,-4.17,356.1,238.5,7.92,0.324,-1.673,1.028,-2.701,410.91,125.757,41.688
15437,2018,322,17-Nov,1330,659.1,434413,7.82,61.2,5154.162,49.1,1.82,195.1,0,102.4,0.076,8.52,-3.24,335.6,220.9,8.55,0.45,-1.707,0.598,-2.306,410.46,156.009,75.887
15438,2018,322,17-Nov,1400,618,381924,8.35,69.7,5160.3,49.1,1.49,212.1,0,102.3,0.076,8.64,-2.48,312.7,196.2,8.88,0.381,-1.01,0.283,-1.294,410.6,84.11,35.856
15439,2018,322,17-Nov,1430,548.7,301072,8.63,74.5,4735.281,48.5,1.49,164.4,0,102.3,0.076,8.74,-1.85,276.3,168.1,9.29,0.465,-1.979,0.197,-2.177,410.56,122.828,53.74
15440,2018,322,17-Nov,1500,535.3,286546,8.82,77.8,4721.346,47.8,1.99,145.1,0,102.3,0.076,8.83,-1.38,271.6,162.2,9.3,0.443,-2.199,-0.214,-1.985,411.32,73.141,13.406
15441,2018,322,17-Nov,1530,377.2,142280,8.71,75.9,3285.412,50.6,1.43,19.3,0,102.3,0.076,8.91,-1.12,188.4,98.4,9.38,0.396,-1.224,-0.521,-0.703,412.33,51.038,30.162
15442,2018,322,17-Nov,1600,234.9,55178,8.72,76.0,2048.328,53.7,1.18,164.3,0,102.2,0.075,8.97,-1.07,117.8,54.66,9.37,0.297,-0.275,-0.337,0.062,413.11,23.082,19.093
15443,2018,322,17-Nov,1630,137.2,18824,8.55,73.1,1173.06,56.7,1.61,142.2,0,102.2,0.075,9.01,-1.14,71.1,32.18,9.18,0.387,0.088,-0.71,0.798,414.45,13.949,13.651
15444,2018,322,17-Nov,1700,100.2,10040,8.25,68.1,826.65,61,1.6,156.5,0,102.2,0.075,9.05,-1.34,51.9,2.07,8.88,0.317,0.58,-0.345,0.925,414.79,-9.042,19.747
15445,2018,322,17-Nov,1730,38.1,1452,7.78,60.5,296.418,65.8,1.16,132,0,102.2,0.075,9.06,-1.64,19.9,-18.85,8.52,0.206,0.342,-0.441,0.783,415.08,-5.62,-6.681
15446,2018,322,17-Nov,1800,3.6,13,7.45,55.5,26.82,69.1,1.29,130.9,0,102.2,0.075,9.05,-2.08,1.6,-19.88,8.19,0.181,1.443,-0.543,,415.81,-8.854,4.127
15447,2018,322,17-Nov,1830,0,0,6.9,47.6,0,73.2,1.19,136.2,0,102.2,0.075,9.03,-2.66,0,-52.79,7.54,0.134,0.439,-0.412,,415.91,-6.462,-2.182
15448,2018,322,17-Nov,1900,0,0,6,36.0,0,78.9,1.3,138.1,0,102.2,0.075,8.99,-3.37,0,-59.82,6.8,0.124,0.299,-0.61,,415.93,-9.905,-0.265
15449,2018,322,17-Nov,1930,0,0,5.49,30.1,0,81.6,1.61,148.7,0,102.2,0.074,8.94,-4.18,0,-55.7,6.57,0.156,0.311,-0.466,,416.21,-15.137,-1.766
15450,2018,322,17-Nov,2000,0,0,5.31,28.2,0,81.2,1.55,163.6,0,102.2,0.074,8.89,-4.98,0,-52.93,6.35,0.184,0.719,-0.572,,417.21,-20.407,0.45
15451,2018,322,17-Nov,2030,0,0,4.97,24.7,0,82.4,1.08,155.1,0,102.2,0.074,8.84,-5.69,0,-51.31,5.92,0.114,0.382,-0.631,,418.11,-10.318,-0.572
15452,2018,322,17-Nov,2100,0,0,4.29,18.4,0,85.7,1,125.8,0,102.1,0.074,8.78,-6.34,0,-49.35,5.21,0.044,0.148,-1.843,,421.17,-3.813,0.055
15453,2018,322,17-Nov,2130,0,0,3.38,11.4,0,90.4,1,83.3,0,102.1,0.074,8.72,-6.91,0,-46.26,4.6,0.048,0.19,-1.265,,422.56,-2.064,-0.98
15454,2018,322,17-Nov,2200,0,0,3.01,9.1,0,92.8,1.04,108.3,0,102.1,0.074,8.67,-7.43,0,-43.65,4.28,0.04,0.421,-1.298,,424.86,-1.936,-0.672
15455,2018,322,17-Nov,2230,0,0,2.6,6.8,0,93.9,1.07,94.7,0,102.1,0.074,8.61,-7.88,0,-42.96,4.19,0.025,-0.279,0.006,,424.21,0.115,0.071
15456,2018,322,17-Nov,2300,0,0,2.51,6.3,0,94.5,1.54,115,0,102.1,0.074,8.55,-8.28,0,-41.85,4.4,0.045,0.292,-0.191,,424.5,-3.148,0.212
15457,2018,322,17-Nov,2330,0,0,2.68,7.2,0,93,1.59,116,0,102,0.074,8.5,-8.64,0,-42.52,4.09,0.14,2.66,0.03,,424.7,-9.615,-0.463
15458,2018,322,17-Nov,2400,0,0,2.8,7.8,0,92.6,1.37,114.2,0,102,0.074,8.45,-8.93,0,-42.6,4.09,0.076,0.436,1.015,,422.65,-5.017,0.497
15459,2018,323,18-Nov,30,0,0,2.96,8.8,0,92.1,0.79,70.9,0,102,0.074,8.4,-9.17,0,-38.44,3.94,0.033,0.05,0.51,,421.77,-1.095,-0.87
15460,2018,323,18-Nov,100,0,0,2.22,4.9,0,94.4,0.85,110.4,0,102,0.074,8.36,-9.36,0,-42.25,3.3,0.033,-0.075,-1.514,,423.96,-0.824,1.051
15461,2018,323,18-Nov,130,0,0,1.92,3.7,0,96,1.19,132.8,0,101.9,0.073,8.31,-9.54,0,-41.18,3.56,0.038,0.051,-1.009,,425.71,-2.615,-1.984
15462,2018,323,18-Nov,200,0,0,2.04,4.2,0,96.3,0.99,137.8,0,101.9,0.073,8.26,-9.72,0,-41.19,4.05,0.014,-0.056,0.941,,423.84,-0.074,1.346
15463,2018,323,18-Nov,230,0,0,2.18,4.8,0,96.8,1.29,151.2,0,101.9,0.073,8.22,-9.91,0,-41.24,4.75,0.094,0.597,1.192,,421.43,-14.337,-18.302
15464,2018,323,18-Nov,300,0,0,3.41,11.6,0,96.9,1.78,165.8,0,101.9,0.073,8.18,-10.05,0,-41.7,5.47,0.156,2.782,1.368,,420.3,-29.943,-2.077
15465,2018,323,18-Nov,330,0,0,4.26,18.1,0,95.7,1.92,171,0,101.9,0.073,8.15,-10.17,0,-43.22,5.69,0.234,3.373,0.812,2.561,419.78,-40.132,1.29
15466,2018,323,18-Nov,400,0,0,4.34,18.8,0,95.2,1.98,222.4,0,101.8,0.073,8.12,-10.24,0,-45.79,5.4,0.27,2.409,-0.623,3.032,421.29,-36.413,-1.114
15467,2018,323,18-Nov,430,0,0,4.18,17.5,0,95.8,1.74,149.4,0,101.8,0.073,8.09,-10.26,0,-47.04,5.27,0.228,1.265,-0.113,1.377,421.3,-22.453,-0.84
15468,2018,323,18-Nov,500,0,0,3.99,15.9,0,96.3,0.81,160.4,0,101.8,0.073,8.06,-10.26,0,-48.02,4.72,0.068,0.422,-0.85,,422.88,-6.19,-8.12
15469,2018,323,18-Nov,530,0,0,3.47,12.0,0,97.1,1.24,179.3,0,101.7,0.073,8.03,-10.27,0,-45.95,4.88,0.135,0.652,-0.107,,422.32,-9.807,2.643
15470,2018,323,18-Nov,600,0,0,3.26,10.6,0,97.6,1,130,0,101.8,0.073,8,-10.31,0,-43.56,4.4,0.103,0.185,0.229,,421.51,-8.679,-5.084
15471,2018,323,18-Nov,630,0,0,3.18,10.1,0,98,1.92,158.9,0,101.8,0.073,7.97,-10.35,0,-41.19,5.06,0.197,2.277,-0.014,,421.42,-34.082,-10.652
15472,2018,323,18-Nov,700,0,0,4.01,16.1,0,98.1,1.3,177.7,0,101.7,0.073,7.96,-10.38,0,-41.14,4.9,0.186,1.374,0.197,,422.24,-11.437,15.834
15473,2018,323,18-Nov,730,0.1,0,3.64,13.2,0.364,98.2,0.77,193.1,0,101.8,0.073,7.94,-10.35,0,-36.45,4.19,0.097,0.885,-1.126,,424.17,-9.461,-8.679
15474,2018,323,18-Nov,800,6.5,42,2.73,7.5,17.745,98.5,1.32,162,0,101.8,0.073,7.94,-10.25,2.8,-22.01,3.69,0.122,2.834,-1.68,,426.47,-11.109,1.682
15475,2018,323,18-Nov,830,51,2601,2.81,7.9,143.31,98.7,1.61,185.9,0,101.8,0.073,7.96,-10.03,28.4,-3.98,4.02,0.255,5.683,-0.385,6.069,427.44,-19.229,-1.438
15476,2018,323,18-Nov,900,112.3,12611,3.18,10.1,357.114,98.7,1.55,159.1,0,101.8,0.073,8,-9.61,61.2,23.65,4.48,0.298,9.054,0.105,8.949,427.78,-36.891,-41.668
15477,2018,323,18-Nov,930,194.3,37752,4,16.0,777.2,98.6,1,186.7,0,101.8,0.073,8.06,-8.93,104.6,64.69,5.18,0.206,0.188,-0.599,0.787,430.37,33.811,12.402
15478,2018,323,18-Nov,1000,214,45796,3.99,15.9,853.86,98.5,0.95,284.6,0,101.8,0.073,8.14,-8.06,115,89.1,4.84,0.342,-4.146,-4.012,-0.133,439.24,79.577,106.819
15479,2018,323,18-Nov,1030,276.6,76508,4.64,21.5,1283.424,98.5,0.98,253.2,0,101.7,0.073,8.23,-7.02,147,117.6,6.19,0.352,4.76,5.686,-0.926,427.66,58.887,55.668
