Count,,Year,JD,HR MIN,,RAD,NETRAD,PPFD_in,TA,RH,WS,WD,P,kPa,,Vol W C ,Soil T,G,,Sonic T,USTAR,,FC,SC,NEE,CO2,,  H,  LE
9284,,2018,194,900,,339.1,202.6,709,21.04,75.6,0.85,103,0,102.1,,0.028,19.8,-0.47,,23.11,0.227,,-15.128,4.585,-19.713,373.99,,29.352,69.605
9285,,2018,194,930,,387.8,245.3,815,21.89,65.5,0.96,85.8,0,102.1,,0.028,19.9,0.47,,23.63,0.222,,-16.288,2.894,-19.182,374.48,,39.734,167.139
9286,,2018,194,1000,,515.7,347.3,1070,23.19,58.3,1.17,72.2,0,102.1,,0.028,20.01,1.41,,24.28,0.315,,-22.55,2.984,-25.535,373.49,,94.108,387.961
9287,,2018,194,1030,,557.4,387.3,1154,23.87,55.9,1.01,37.1,0,102.1,,0.028,20.14,2.5,,24.79,0.243,,-18.88,0.254,-19.134,372.92,,91.282,243.081
9288,,2018,194,1100,,644.8,456.6,1327,24.49,51.6,0.81,125.2,0,102.1,,0.028,20.28,3.36,,25.51,0.253,,-22.937,1.114,-24.052,373.89,,200.423,224.24
9289,,2018,194,1130,,706,516.1,1440,25.23,47.1,1.19,104,0,102.1,,0.028,20.43,4.01,,26.03,0.279,,-17.882,0.603,-18.484,374.43,,147.787,313.828
9290,,2018,194,1200,,753,539.6,1544,25.83,47,0.93,80.7,0,102,,0.028,20.58,4.67,,26.73,0.177,,-26.969,-0.08,,373.76,,204.261,391.614
9291,,2018,194,1230,,827,623.8,1720,26.62,46.5,1.18,140.6,0,102,,0.028,20.76,5.4,,27.63,0.227,,-14.673,0.166,-14.838,373.55,,253.183,223.133
9292,,2018,194,1300,,850,649.5,1755,27.39,42.6,1.46,139.1,0,102,,0.028,20.95,6.07,,28.27,0.583,,-12.784,0.594,-13.377,373.1,,406.046,464.475
9293,,2018,194,1330,,888,674.4,1806,27.34,39.7,1.58,155.9,0,102,,0.028,21.12,6.67,,28.19,0.266,,-14.365,0.501,-14.866,373.73,,207.259,382.413
9294,,2018,194,1400,,848,642,1704,28.12,39.3,1.5,96.3,0,102,,0.028,21.25,7.16,,28.66,0.371,,-9.45,0.59,-10.039,373.64,,266.502,213.02
9295,,2018,194,1430,,305.1,202.6,632.5,27.19,40.9,1.04,188.4,0,101.9,,0.028,21.34,7.54,,28.09,0.146,,-7.256,-0.291,,373.66,,70.202,147.576
9296,,2018,194,1500,,814,608.9,1665,28.05,35.7,1.02,233.6,0,101.9,,0.028,21.4,7.63,,28.71,0.198,,-8.022,0.443,,373.67,,153.868,196.929
9297,,2018,194,1530,,698.5,521,1406,28.6,37.1,1.8,127.1,0,101.9,,0.028,21.46,7.64,,28.9,0.314,,-9.081,-0.488,-8.593,372.89,,225.434,184.502
9298,,2018,194,1600,,348.7,228.2,734,27.43,36.9,1.47,150.9,0,101.9,,0.028,21.49,7.67,,28.35,0.237,,-8.208,0.439,-8.647,373.32,,4.5,171.041
9299,,2018,194,1630,,482.4,310.2,1007,28.11,37.2,1.59,141.4,0,101.9,,0.028,21.51,7.44,,28.73,0.425,,-10.35,0.606,-10.955,373.28,,101.653,208.854
9300,,2018,194,1700,,327.9,187.1,722,27.56,39.1,2.2,272,0,101.9,,0.028,21.53,7.34,,28.42,0.445,,-9.701,-0.781,-8.92,373.67,,49.035,137.871
9301,,2018,194,1730,,457.3,249,960,27.77,38.4,1.97,166.6,0,101.9,,0.028,21.53,7.11,,28.53,0.567,,-9.21,0.367,-9.578,373.67,,112.571,225.198
9302,,2018,194,1800,,406.2,193.6,846,27.41,39.9,2.23,150,0,101.8,,0.028,21.52,6.73,,28.12,0.512,,-6.786,-0.445,-6.341,374.45,,85.497,161.402
9303,,2018,194,1830,,313.1,118.8,645.7,26.97,41.2,2.17,150,0,101.8,,0.028,21.49,6.29,,27.77,0.592,,-8.152,0.11,-8.262,375.42,,69.01,229.671
9304,,2018,194,1900,,212.1,39.37,436,26.36,41.1,1.76,192.7,0,101.8,,0.027,21.44,5.82,,27.21,0.453,,-4.578,-0.511,-4.066,377.33,,28.966,69.351
9305,,2018,194,1930,,137.1,-20.03,270.4,25.45,47,1.97,114,0,101.9,,0.027,21.39,5.29,,26.32,0.477,,-2.08,-0.636,-1.445,380.42,,-14.289,80.513
9306,,2018,194,2000,,54.7,-50.98,109,24.24,51.7,1.84,148.2,0,101.9,,0.027,21.31,4.72,,25.24,0.322,,0.825,-1.117,1.942,384.34,,-21.861,40.978
9307,,2018,194,2030,,9.4,-62.55,23.3,22.92,56.8,1.62,146.8,0,101.9,,0.027,21.22,4.1,,24.08,0.278,,1.295,-1.779,3.074,386.74,,-19.067,4.218
9308,,2018,194,2100,,0.8,-65.57,1.5,21.81,61.3,1.69,195,0,101.9,,0.027,21.13,3.47,,23.12,0.277,,4.506,-2.301,6.807,389.58,,-32.47,-0.281
9309,,2018,194,2130,,0,-66.83,0,21.09,64.8,1.97,143.8,0,101.9,,0.027,21.03,2.86,,22.46,0.304,,5.441,-1.74,7.182,392.63,,-34.485,10.743
9310,,2018,194,2200,,0,-64.72,0,20.36,67.6,1.65,162.7,0,101.9,,0.027,20.93,2.29,,21.72,0.283,,3.721,-1.824,5.544,396.12,,-22.516,4.21
9311,,2018,194,2230,,0,-62.72,0,19.57,70.5,1.49,188.1,0,101.9,,0.027,20.83,1.77,,20.96,0.249,,2.736,-1.703,4.439,398,,-18.551,0.425
9312,,2018,194,2300,,0,-59.13,0,18.72,74.2,1.17,224.3,0,101.9,,0.027,20.73,1.27,,20.17,0.175,,0.747,-1.908,,399.61,,-13.258,-0.531
9313,,2018,194,2330,,0,-55.89,0,18.08,76.5,1.27,177.5,0,101.9,,0.027,20.62,0.78,,19.62,0.173,,3.478,-1.261,,401.98,,-22.829,2.733
9314,,2018,194,2400,,0,-54.69,0,17.75,78.2,1.22,196.9,0,101.9,,0.027,20.52,0.33,,19.27,0.195,,2.284,-1.187,,403.45,,-20.959,-1.042
9315,,2018,195,30,,0,-52.61,0,17.28,80.7,1.18,203.8,0,101.9,,0.027,20.42,-0.09,,18.86,0.134,,1.513,-1.398,,404.29,,-12.073,-1.322
9316,,2018,195,100,,0,-50.09,0,16.87,83,1.19,183.9,0,101.9,,0.027,20.32,-0.47,,18.58,0.136,,1.638,-0.83,,409.89,,-13.332,0.215
9317,,2018,195,130,,0,-50.17,0,16.68,83.9,0.97,206.1,0,101.9,,0.027,20.21,-0.83,,18.29,0.11,,1.099,-0.643,,414.02,,-10.378,-0.558
9318,,2018,195,200,,0,-46.86,0,15.97,87.6,0.6,154.6,0,101.9,,0.027,20.11,-1.17,,17.74,0.011,,1.59,-2.669,,418.43,,-5.396,0.416
9319,,2018,195,230,,0,-46.41,0,15.4,90.4,0.87,223.9,0,101.9,,0.027,20.01,-1.5,,17.37,0.064,,0.316,-1.899,,419.24,,-1.403,0.67
9320,,2018,195,300,,0,-46.5,0,14.89,92.6,1.09,223.1,0,101.9,,0.027,19.92,-1.82,,16.97,0.109,,1.421,-2.353,,419.06,,-10.065,-7.009
9321,,2018,195,330,,0,-45.51,0,14.93,91.8,1.07,191.7,0,101.9,,0.027,19.82,-2.12,,16.77,0.098,,1.991,-0.709,,420.35,,-10.539,1.075
9322,,2018,195,400,,0,-45.91,0,14.82,92.8,0.92,232.9,0,101.9,,0.027,19.73,-2.4,,16.7,0.093,,1.479,-0.245,,418.18,,-8.034,-0.597
9323,,2018,195,430,,0,-43.95,0,14.66,93.4,1.23,208.2,0,101.8,,0.027,19.64,-2.64,,16.69,0.112,,2.272,-0.538,,421.1,,-11.585,2.883
9324,,2018,195,500,,0,-49.2,0,15.19,92.6,1.23,189.8,0,101.8,,0.027,19.55,-2.84,,17,0.157,,3.604,0.878,,420.39,,-18.299,3.351
9325,,2018,195,530,,0.3,-48.65,0.5,15.03,93.2,1.42,168.9,0,101.8,,0.027,19.48,-3.01,,16.8,0.2,,6.689,-1.375,8.065,423.14,,-27.849,7.606
9326,,2018,195,600,,7.4,-43.92,16.1,15.17,94,1.12,192.8,0,101.9,,0.027,19.41,-3.13,,16.8,0.16,,3.002,0.648,,416.98,,-18.144,2.866
9327,,2018,195,630,,53.2,-19.96,96.6,14.99,95,0.87,201.3,0,101.8,,0.027,19.37,-3.17,,16.82,0.101,,1.066,-1.3,,407.31,,-7.451,-4.403
9328,,2018,195,700,,124,22.47,242.2,16.29,90.8,1.22,242.9,0,101.8,,0.027,19.35,-3.08,,18.16,0.161,,0.345,2.769,,397.47,,-8.162,3.403
9329,,2018,195,730,,188.5,73.1,398.4,17.71,85.6,1.38,244.4,0,101.8,,0.027,19.36,-2.81,,19.48,0.272,,-4.494,4.092,-8.586,400.15,,12.27,36.238
9330,,2018,195,800,,289.5,146.9,608,19.43,78.2,1.28,252.5,0,101.8,,0.027,19.4,-2.29,,21.23,0.311,,-6.595,5.054,-11.65,400.49,,28.845,173.205
9331,,2018,195,830,,392.8,227.5,826,21.06,69.3,1.26,223.2,0,101.8,,0.028,19.5,-1.52,,22.7,0.292,,-8.502,-0.314,-8.188,392.21,,87.798,127.812
9332,,2018,195,900,,479.9,302.1,1012,22.5,67.4,1.47,251.2,0,101.8,,0.028,19.62,-0.58,,24.04,0.401,,-18.202,0.869,-19.071,389.09,,132.597,188.441
9333,,2018,195,930,,566.6,377.3,1196,23.6,63.6,1.93,266.1,0,101.8,,0.028,19.76,0.53,,24.99,0.555,,-17.61,4.481,-22.091,384.68,,184.632,300.864
9334,,2018,195,1000,,644.1,443.7,1361,24.45,59.7,1.83,338.5,0,101.8,,0.028,19.9,1.84,,25.93,0.525,,-16.786,2.136,-18.922,383.17,,201.915,251.257
9335,,2018,195,1030,,717,506.5,1510,25.56,54.7,1.61,220.8,0,101.7,,0.028,20.08,3.42,,26.94,0.549,,-18.174,2.475,-20.648,381.94,,273.609,205.917
9336,,2018,195,1100,,778,559.5,1636,26.63,47.3,1.89,282.7,0,101.7,,0.028,20.29,4.45,,27.79,0.524,,-15.53,1.101,-16.631,377.62,,287.556,362.564
9337,,2018,195,1130,,828,607.1,1739,27.57,42,2.15,263.6,0,101.7,,0.028,20.46,5.14,,28.41,0.512,,-8.696,1.114,-9.81,377.09,,228.4,251.826
9338,,2018,195,1200,,891,668.9,1864,28,39.5,2.31,167.6,0,101.7,,0.028,20.64,5.84,,29.09,0.679,,-15.092,2.377,-17.469,377.11,,395.608,362.964
9339,,2018,195,1230,,918,689.3,1920,28.65,38.3,2.42,294,0,101.6,,0.028,20.87,6.61,,29.47,0.625,,-10.206,0.718,-10.923,377.43,,318.986,323.229
9340,,2018,195,1300,,899,673.6,1894,29.23,35.3,2.27,263.2,0,101.6,,0.028,21.08,7.3,,30.06,0.619,,-8.82,0.216,-9.036,377.87,,293.915,260.327
9341,,2018,195,1330,,883,660.9,1866,29.65,33.7,2.19,216.3,0,101.6,,0.028,21.3,7.84,,30.54,0.695,,-9.823,0.202,-10.025,377.42,,417.678,375.822
9342,,2018,195,1400,,888,661.2,1871,30.16,31,2.5,241.6,0,101.5,,0.028,21.46,8.42,,30.71,0.692,,-9.193,0.119,-9.312,377.11,,357.084,362.135
9343,,2018,195,1430,,864,638.2,1817,30.47,30.7,2.22,251.4,0,101.5,,0.028,21.58,9.11,,31.23,0.666,,-6.379,0.405,-6.784,377.32,,357.006,280.754
9344,,2018,195,1500,,829,612.7,1741,30.88,30.1,2.15,251.6,0,101.5,,0.028,21.69,9.73,,31.42,0.828,,-7.885,0.391,-8.276,377.83,,404.508,304.664
9345,,2018,195,1530,,779,568,1639,30.77,29.8,3.01,238.5,0,101.5,,0.028,21.77,9.75,,31.25,0.69,,-8.567,0.072,-8.64,377.86,,310.913,252.87
9346,,2018,195,1600,,721,481.6,1518,30.72,30.3,2.89,291.8,0,101.5,,0.028,21.84,9.71,,31.31,0.734,,-7.618,0,-7.618,376.95,,250.811,237.907
9347,,2018,195,1630,,652.4,396.6,1375,30.84,30.2,2.41,246.1,0,101.4,,0.028,21.88,9.55,,31.41,0.734,,-6.469,-0.069,-6.4,376.3,,213.401,224.16
9348,,2018,195,1700,,570.6,323.2,1203,30.81,29.8,2.78,276.7,0,101.4,,0.027,21.92,9.67,,31.43,0.727,,-6.17,0.348,-6.518,376.81,,179.83,216.299
9349,,2018,195,1730,,486,252.3,1024,30.76,29.6,2.47,247.3,0,101.4,,0.027,21.93,9.63,,31.37,0.715,,-6.264,0.332,-6.596,377.28,,163.052,270.73
9350,,2018,195,1800,,398,183.9,834,30.45,29.3,2.74,194.6,0,101.4,,0.027,21.92,8.93,,31.06,0.74,,-6.04,-0.228,-5.812,377.76,,93.504,211.805
9351,,2018,195,1830,,307.6,112.3,638.8,30.25,29.1,2.35,212.9,0,101.4,,0.027,21.89,8.21,,30.88,0.568,,-3.613,-0.219,-3.393,378.73,,34.699,103.798
9352,,2018,195,1900,,217.8,38.25,444.8,29.8,28.9,2.18,215.3,0,101.3,,0.027,21.85,7.55,,30.39,0.562,,-2.883,-0.355,-2.528,380.38,,10.702,132.566
9353,,2018,195,1930,,134,-27.03,264.6,29.08,29.7,2.04,222.6,0,101.3,,0.027,21.78,6.92,,29.62,0.477,,0.258,-0.505,0.763,383.3,,-26.853,88.636
9354,,2018,195,2000,,52.7,-52.07,107.8,28.1,31.4,1.65,217.4,0,101.3,,0.027,21.71,6.28,,28.59,0.328,,0.003,-0.913,0.916,385.62,,-20.409,19.492
9355,,2018,195,2030,,6.9,-61.81,19.7,26.69,36.1,1.72,211.2,0,101.3,,0.027,21.62,5.61,,27.42,0.337,,2.517,-1.587,4.104,388.69,,-29.551,-4.044
9356,,2018,195,2100,,0.3,-63.01,1,25.59,41.2,1.71,232.8,0,101.4,,0.027,21.53,4.94,,26.5,0.335,,3.859,-1.484,5.342,389.67,,-34.834,10.778
9357,,2018,195,2130,,0,-58.43,0,24.59,46.1,1.6,161.8,0,101.4,,0.027,21.44,4.29,,25.53,0.264,,1.739,-2.036,3.776,390.54,,-17.611,-16.623
9358,,2018,195,2200,,0,-54.61,0,23.7,53.6,1.62,188.1,0,101.4,,0.027,21.35,3.71,,24.91,0.325,,4.107,-1.011,5.118,391.8,,-33.194,17.267
9359,,2018,195,2230,,0,-51.67,0,23.01,60.5,1.5,173.6,0,101.4,,0.027,21.26,3.2,,24.38,0.288,,2.762,-0.913,3.675,394.57,,-20.988,-39.539
9360,,2018,195,2300,,0,-47.93,0,22.52,65.1,1.41,197.7,0,101.4,,0.027,21.17,2.78,,23.98,0.262,,3.368,-1.026,4.394,397.17,,-24.092,-4.591
9361,,2018,195,2330,,0,-45.88,0,22.05,68.5,1.42,208.2,0,101.4,,0.027,21.1,2.42,,23.52,0.26,,3.117,-1.556,4.673,399.04,,-21.422,-5.164
9362,,2018,195,2400,,0,-46.51,0,21.52,72.3,1.38,221.5,0,101.5,,0.027,21.02,2.11,,23.14,0.234,,2.423,-1.379,3.802,402.57,,-19.977,-6.129
9363,,2018,196,30,,0,-43.53,0,21.43,72.5,1.48,217.3,0,101.4,,0.027,20.95,1.86,,23.15,0.237,,2.548,-1.063,3.612,405.72,,-22.35,2.458
9364,,2018,196,100,,0,-38.58,0,21.38,71.4,1.52,224.9,0,101.4,,0.027,20.9,1.64,,23.08,0.293,,2.398,-1.807,4.204,405.15,,-26.862,11.416
9365,,2018,196,130,,0,-23.72,0,21.55,69.5,1.37,220.6,0,101.4,,0.027,20.84,1.49,,23.11,0.28,,4.26,-1.393,5.653,405.92,,-19.275,20.521
9366,,2018,196,200,,0,-15.64,0,21.66,66.5,1.37,227.8,0,101.4,,0.027,20.8,1.4,,23.31,0.289,,4.917,0.212,4.705,412.38,,-19.387,36.24
9367,,2018,196,230,,0,-21.68,0,21.81,65.2,0.56,18.4,0,101.4,,0.027,20.75,1.34,,23.12,0.065,,0.45,-0.228,,417.06,,-7.527,2.815
9368,,2018,196,300,,0,-20.6,0,21.11,69,0.54,21.5,0,101.5,,0.027,20.7,1.27,,22.63,0.052,,0.136,-2.68,,418.89,,-0.585,0.461
9369,,2018,196,330,,0,-19.88,0,20.53,72.2,1.1,164.1,0,101.4,,0.027,20.65,1.15,,22.3,0.103,,2.332,-1.899,,420.78,,-5.311,5.032
9370,,2018,196,400,,0,-22.23,0,20.55,71.1,1.11,145,0,101.4,,0.027,20.59,1,,22.03,0.097,,2.629,-1.203,,414.36,,-5.968,1.877
9371,,2018,196,430,,0,-32.74,0,20.08,73.6,1.16,153.2,0,101.4,,0.027,20.54,0.83,,21.72,0.119,,10.04,-1.159,,415.55,,-18.827,13.248
9372,,2018,196,500,,0,-32.77,0,20.27,71.6,1.05,164.1,0,101.4,,0.027,20.48,0.64,,21.9,0.212,,5.111,2.752,2.359,420.38,,-21.18,2.525
9373,,2018,196,530,,0,-28.4,0.2,19.98,74.1,0.63,189.7,0,101.4,,0.027,20.42,0.45,,21.63,0.021,,1.369,-0.792,,422.4,,-6.332,6.698
9374,,2018,196,600,,2.5,-23.85,7.4,19.48,77.7,0.82,129.8,0,101.4,,0.027,20.37,0.27,,21.22,0.032,,0.679,-1.947,,418.84,,-0.967,3.761
9375,,2018,196,630,,17.6,-1.27,39.1,19.35,78.5,1.22,170.4,0,101.4,,0.027,20.33,0.15,,21.05,0.16,,5.891,-1.039,,418.56,,-12.984,0.965
9376,,2018,196,700,,36.4,11.84,77,19.72,78.5,0.77,174.5,0,101.4,,0.027,20.3,0.11,,21.51,0.149,,2.988,1.215,,415.47,,-8.27,-11.896
9377,,2018,196,730,,62.8,27.89,132.4,20.14,79.7,0.81,169.7,0,101.4,,0.027,20.3,0.23,,21.82,0.169,,3.353,0.041,,409.08,,-1.381,2.41
9378,,2018,196,800,,84.3,42.46,177.4,20.48,80.5,0.84,195.5,0,101.4,,0.027,20.31,0.46,,22.21,0.233,,3.838,1.548,2.29,400.4,,9.321,16.726
9379,,2018,196,830,,130,76.3,276.9,20.98,80.5,1.17,188.8,0,101.3,,0.027,20.34,0.82,,22.87,0.244,,-3.704,2.983,-6.687,393.72,,16.828,24.981
9380,,2018,196,900,,164.6,103.9,347.4,21.81,79.5,0.6,189.6,0,101.3,,0.027,20.4,1.27,,23.91,0.301,,-12.047,3.907,-15.954,388.87,,65.657,95.282
9381,,2018,196,930,,245.1,166.6,533,22.79,76,0.38,205.8,0,101.3,,0.027,20.46,1.82,,24.81,0.2,,-11.08,3.141,,386.22,,87.004,137.39
9382,,2018,196,1000,,336.3,241.2,723,23.85,72.7,1.12,171.8,0,101.3,,0.027,20.55,2.45,,25.43,0.275,,-8.141,2.533,-10.673,383.33,,36.392,142.343
9383,,2018,196,1030,,273.9,199.1,586.2,24.18,70.9,0.75,299.8,0,101.4,,0.027,20.62,3.1,,25.97,0.217,,-11.771,1.667,-13.438,385.58,,54.281,151.429
9384,,2018,196,1100,,229.1,158.4,498.9,24.57,71.2,1.48,302.8,0,101.4,,0.027,20.67,3.55,,26.25,0.44,,-9.764,1.806,-11.57,392.27,,42.108,106.029
9385,,2018,196,1130,,93.3,24.23,220.2,24.14,76.4,1.31,314.2,0,101.4,,0.027,20.69,3.79,,25.3,0.306,,-2.018,-0.768,-1.25,395.73,,-13.006,53.646
9386,,2018,196,1200,,55.3,-14.15,146.3,22.52,88.1,1.31,257,0.254,101.4,,0.028,20.71,3.82,,23.86,0.357,,-0.825,-2.606,,392.28,,,
9387,,2018,196,1230,,94.2,25.56,226.4,21.36,92.3,1.43,283.9,1.016,101.4,,0.028,20.72,3.75,,23.04,0.405,,-4.913,-1.698,,389.47,,,
9388,,2018,196,1300,,132.3,49.91,310.6,21.25,95.6,2.15,289.5,0.508,101.4,,0.029,20.74,3.67,,23.14,0.446,,-2.715,0.551,,384.13,,,
9389,,2018,196,1330,,102.2,36.82,240.5,21.2,97.1,1.96,205.3,0.762,101.2,,0.029,20.78,3.68,,23.14,0.462,,-2.504,0.538,,375.47,,,
9390,,2018,196,1400,,325.8,161.3,698.1,21.59,97.3,1.47,147.9,0,101.2,,0.029,20.85,3.98,,23.92,0.387,,-12.563,2.213,-14.776,369.16,,62.193,51.062
9391,,2018,196,1430,,410.6,264.4,862,22.61,95.8,1.3,122.2,0,101.2,,0.029,20.97,4.47,,25.07,0.418,,-18.418,3.658,-22.076,368.57,,101.975,71.84
9392,,2018,196,1500,,527.1,397.4,1115,23.79,90.4,1.32,35.9,0,101.2,,0.029,21.08,5.22,,26.37,0.472,,-25.987,2.897,-28.885,365.9,,148.703,471.327
9393,,2018,196,1530,,567.1,433.6,1203,24.92,83.5,1.03,215.7,0,101.2,,0.029,21.21,6.03,,26.92,0.35,,-20.906,0.792,-21.698,366.35,,124.369,717.924
9394,,2018,196,1600,,365.8,271.3,786,25.19,82,1.13,192.1,0,101.2,,0.029,21.32,6.78,,27.49,0.369,,-17.176,1.747,-18.923,365.57,,76.227,351.866
9395,,2018,196,1630,,360.4,262.3,782,25.79,77.9,1.74,250.8,0,101.2,,0.029,21.43,7.29,,27.71,0.327,,-10.585,0.397,-10.983,363.82,,44.952,96.834
9396,,2018,196,1700,,464.5,311.9,997,26.24,75.1,1.38,248.7,0,101.1,,0.029,21.53,7.69,,28.25,0.398,,-15.012,0.466,-15.478,363.83,,98.382,325.542
9397,,2018,196,1730,,439.6,281.8,941,26.82,72.6,0.91,222.9,0,101.1,,0.029,21.61,8.12,,29.16,0.419,,-11.775,1.042,-12.816,366.16,,120.696,271.748
9398,,2018,196,1800,,318.9,181.6,685.4,27.45,72,0.78,217.7,0,101.1,,0.029,21.67,8.28,,29.14,0.242,,-5.05,0.224,-5.273,367.08,,23.9,84.591
9399,,2018,196,1830,,222,96.2,491.4,27.45,67.6,1.83,252.4,0,101.1,,0.029,21.72,8.21,,29.51,0.422,,-5.343,-0.678,-4.665,367.49,,26.882,197.352
9400,,2018,196,1900,,216.2,61.84,450.4,27.68,64.4,1.5,246.2,0,101.1,,0.029,21.74,7.99,,29.31,0.375,,-4.34,-0.064,-4.276,370.48,,14.991,138.43
9401,,2018,196,1930,,133.1,-5.02,267.9,27.28,66.8,1.29,233.7,0,101.1,,0.029,21.74,7.68,,28.85,0.253,,-1.732,-0.168,-1.565,373.53,,-0.965,55.001
9402,,2018,196,2000,,58.1,-30.94,111.5,26.59,70.2,0.78,232,0,101.1,,0.029,21.72,7.27,,28.22,0.089,,-0.179,-1.131,,378.04,,-2.405,6.032
9403,,2018,196,2030,,10,-38.57,23.9,25.33,78.4,1.07,211.4,0,101.2,,0.029,21.68,6.76,,27.33,0.081,,0.846,-1.476,,384.45,,-4.703,4.251
9404,,2018,196,2100,,0.3,-42.64,1,24.49,82.2,1.12,185.5,0,101.2,,0.029,21.63,6.16,,26.75,0.102,,2.327,-2.247,,388.6,,-10.616,2.058
9405,,2018,196,2130,,0,-42.88,0,24.03,84.8,1.49,229,0,101.2,,0.029,21.57,5.54,,26.24,0.224,,4.726,-3.357,8.083,393.21,,-26.696,10.03
9406,,2018,196,2200,,0,-43.52,0,23.75,84.3,1.28,216.6,0,101.2,,0.029,21.51,4.98,,25.75,0.172,,1.418,-2.204,,395.84,,-16.182,1.856
9407,,2018,196,2230,,0,-42.53,0,23.42,84.8,1.44,223.7,0,101.2,,0.029,21.45,4.48,,25.47,0.206,,3.268,-2.199,5.467,398.01,,-20.862,3.469
9408,,2018,196,2300,,0,-42.46,0,23.19,86.1,1.31,192.2,0,101.3,,0.029,21.39,4.07,,25.31,0.234,,3.36,-1.265,4.626,395.73,,-22.238,0.738
9409,,2018,196,2330,,0,-40.1,0,22.9,87.7,1.4,206.5,0,101.2,,0.029,21.33,3.71,,24.9,0.195,,3.302,-1.101,,399.35,,-18.032,-3.293
9410,,2018,196,2400,,0,-41.41,0,22.56,88.8,1.24,213.2,0,101.3,,0.029,21.28,3.4,,24.65,0.201,,2.489,0.832,1.657,403.57,,-16.542,-1.19
9411,,2018,197,30,,0,-39.62,0,22.29,90.2,1.12,218.3,0,101.2,,0.029,21.22,3.13,,24.23,0.134,,0.986,-1.697,,408.59,,-9.126,-0.96
9412,,2018,197,100,,0,-39.54,0,21.87,91.9,1.24,212.3,0,101.2,,0.029,21.17,2.88,,23.92,0.16,,1.446,-1.982,,414,,-13.525,1.105
9413,,2018,197,130,,0,-38.74,0,21.61,92.9,1,209.3,0,101.2,,0.029,21.11,2.64,,23.56,0.106,,1.401,-2.286,,411.83,,-7.398,-0.752
9414,,2018,197,200,,0,-36.61,0,21.27,95.4,1.43,214.8,0,101.2,,0.029,21.06,2.42,,23.45,0.196,,3.253,-2.545,,412.52,,-15.692,-5.677
9415,,2018,197,230,,0,-37.11,0,21.36,95.9,1.25,195.7,0,101.2,,0.029,21.01,2.22,,23.46,0.157,,1.812,0.769,,416.09,,-10.366,3.492
9416,,2018,197,300,,0,-35.1,0,21.26,96.3,0.98,215.1,0,101.2,,0.029,20.97,2.05,,23.25,0.114,,1.224,-0.496,,416.72,,-6.106,1.238
9417,,2018,197,330,,0,-33.96,0,21.05,97.1,1.11,213.3,0,101.2,,0.029,20.92,1.89,,23.18,0.156,,3.663,-1.469,,417.28,,-12.539,-0.631
9418,,2018,197,400,,0,-32.37,0,20.98,97.3,0.43,223,0,101.2,,0.029,20.87,1.74,,23.03,0.063,,0.358,-0.328,,422.23,,-2.071,-4.757
9419,,2018,197,430,,0,-32.66,0,20.66,97.6,0.89,196.5,0,101.2,,0.029,20.82,1.59,,22.8,0.063,,1.461,-0.362,,425.54,,-2.976,2.244
9420,,2018,197,500,,0,-31.9,0,20.45,98.2,1.1,227.3,0,101.2,,0.029,20.77,1.43,,22.69,0.136,,4.702,-2.151,,424.26,,-9.6,0.956
9421,,2018,197,530,,0.1,-33.08,0.2,20.56,98.3,1.31,183.3,0,101.2,,0.029,20.73,1.28,,22.65,0.237,,6.741,-1.609,8.35,424.23,,-16.355,0.061
9422,,2018,197,600,,5.6,-29.87,13.3,20.59,98.3,1.36,206.2,0,101.2,,0.029,20.69,1.15,,22.86,0.237,,4.775,0.415,4.36,421.13,,-15.876,0.395
9423,,2018,197,630,,40.4,-7.4,78.5,20.91,98.2,0.93,215,0,101.2,,0.029,20.67,1.1,,23.1,0.17,,0.503,0.083,,410.28,,-3.779,0.587
9424,,2018,197,700,,111,35.56,215.7,21.35,97.7,0.87,188.5,0,101.3,,0.029,20.68,1.17,,23.9,0.212,,1.075,1.338,-0.263,400.15,,2.427,17.967
9425,,2018,197,730,,180.7,67.79,372.4,22.45,95.4,0.91,228.6,0,101.3,,0.029,20.71,1.43,,25.29,0.2,,-0.634,4.821,,396.3,,27.587,31.75
9426,,2018,197,800,,259.4,146.7,542.3,23.99,89.2,1.21,278.4,0,101.3,,0.029,20.78,1.94,,26.72,0.307,,3.673,4.572,-0.9,389.78,,57.123,114.714
9427,,2018,197,830,,351.1,219.9,741,25.14,84.4,1.62,261,0,101.3,,0.029,20.9,2.71,,27.66,0.363,,-8.558,2.265,-10.823,386.72,,84.523,181.626
9428,,2018,197,900,,443.4,296,942,26.18,79.2,1.21,273.1,0,101.2,,0.029,21.05,3.69,,28.95,0.39,,-10.887,3.622,-14.509,382.56,,115.285,286.757
9429,,2018,197,930,,549.3,388.6,1171,27.57,70.2,1.81,281.8,0,101.2,,0.029,21.21,4.83,,29.54,0.428,,-14.28,1.92,-16.2,382.06,,127.872,290.593
9430,,2018,197,1000,,570.9,408.1,1234,27.97,65.3,2.13,268.8,0,101.2,,0.029,21.37,6.13,,29.92,0.46,,-9.55,2.307,-11.858,377.99,,128.847,342.149
9431,,2018,197,1030,,704,516.5,1508,28.56,64,1.46,265.6,0,101.2,,0.029,21.56,7.56,,30.5,0.498,,-12.821,0.949,-13.77,374.4,,246.397,429.401
