Count,,Year,JD,HR MIN,,RAD,NETRAD,PPFD_in,TA,RH,WS,WD,P,kPa,,Vol W C ,Soil T,G,,Sonic T,USTAR,,FC,SC,NEE,CO2,,  H,  LE
9432,,2018,197,1100,,761,575.4,1627,29.15,59.4,1.87,261.4,0,101.2,,0.029,21.78,8.63,,31.15,0.612,,-16.788,1.904,-18.692,373.91,,282.852,374.437
9433,,2018,197,1130,,812,618.7,1731,30.16,54.4,1.72,222.7,0,101.2,,0.029,21.97,9.34,,32.05,0.564,,-7.728,1.8,-9.528,374.43,,340.547,610.268
9434,,2018,197,1200,,851,654.5,1814,30.65,51.8,1.88,224.1,0,101.2,,0.029,22.16,9.96,,32.6,0.629,,-10.573,0.507,-11.079,374.73,,304.492,399.5
9435,,2018,197,1230,,884,680.9,1880,31.41,49.1,2.38,146.8,0,101.2,,0.029,22.4,10.68,,32.9,0.472,,-9.285,0.303,-9.588,374.43,,288.042,342.35
9436,,2018,197,1300,,884,683.1,1876,31.75,48.8,2.42,206.6,0,101.1,,0.029,22.63,11.27,,33.42,0.697,,-9.87,0.125,-9.995,373.95,,354.265,445.662
9437,,2018,197,1330,,876,690.8,1859,32.13,47.5,1.98,243.2,0,101.1,,0.029,22.86,11.76,,33.66,0.536,,-8.384,0.507,-8.891,373.81,,293.576,353.08
9438,,2018,197,1400,,912,705,1912,32.77,44.3,1.7,270.3,0,101,,0.029,23.03,12.29,,34.39,0.615,,-5.79,0.37,-6.16,373.52,,400.257,464.658
9439,,2018,197,1430,,838,641.9,1758,33.06,43.1,1.91,310.5,0,101,,0.029,23.17,12.94,,34.31,0.463,,-4.347,0.25,-4.597,372.85,,189.233,176.691
9440,,2018,197,1500,,795,603.5,1663,33.12,43.6,2.16,237.6,0,101,,0.029,23.29,13.54,,34.61,0.572,,-6.098,0.442,-6.54,372.03,,228.214,259.966
9441,,2018,197,1530,,787,586.5,1663,33.53,41,1.77,223.7,0,100.9,,0.028,23.39,13.54,,34.93,0.574,,-7.042,0.418,-7.459,369.38,,297.773,310.653
9442,,2018,197,1600,,749,529,1556,33.94,39.9,1.67,224,0,100.9,,0.028,23.44,13.56,,34.27,0.548,,-8.143,0.365,-8.508,371.02,,148.93,475.737
9443,,2018,197,1630,,540.5,371.6,1101,32.3,52.2,2.77,141.9,0,100.9,,0.028,23.48,13.24,,32.58,0.647,,-7.921,1.289,-9.209,372.65,,126.634,118.724
9444,,2018,197,1700,,262.2,165.5,597.1,30.46,58.2,3.09,177.4,0,100.9,,0.028,23.49,12.86,,32.25,0.519,,-6.836,-0.469,-6.367,375.2,,70.425,154.771
9445,,2018,197,1730,,428.7,256.4,883,30.52,57.7,2.62,163.5,0,100.9,,0.028,23.47,12.21,,31.73,0.697,,-4.997,-1.482,-3.515,374.39,,53.739,142.446
9446,,2018,197,1800,,192.7,111,431.7,29.52,63.9,2.45,182.8,0,100.9,,0.028,23.41,11.38,,30.22,0.74,,-4.616,-1.979,-2.637,371.16,,36.032,192.228
9447,,2018,197,1830,,127.5,11.96,293.7,27.27,73.8,1.85,144.1,0.508,100.9,,0.028,23.35,10.51,,27.68,0.408,,-0.019,0.366,,373.25,,,
9448,,2018,197,1900,,155.2,-7.88,325.8,25.43,84.1,1.49,174.3,0,100.9,,0.028,23.28,9.69,,28.59,0.263,,-2.487,0.825,-3.312,379.76,,-13.281,31.646
9449,,2018,197,1930,,149,19,281.1,26.47,82.1,1.93,145.8,0,100.9,,0.028,23.22,8.97,,28.76,0.303,,-0.336,-2.022,1.686,385.74,,-23.323,36.535
9450,,2018,197,2000,,57.9,-12.29,113.4,26.36,82.5,1.88,187.3,0,100.9,,0.028,23.15,8.36,,28.37,0.317,,4.592,-3.692,8.284,389.3,,-33.184,35.493
9451,,2018,197,2030,,7.6,-35.22,20.4,25.8,84.8,1.86,160,0,100.9,,0.028,23.07,7.77,,27.81,0.305,,11.646,-1.95,13.595,392.37,,-32.252,22.485
9452,,2018,197,2100,,0.2,-41.76,0.7,25.32,86,1.97,155,0,101,,0.028,22.99,7.17,,27.53,0.397,,8.356,-1.548,9.903,394.87,,-44.998,20.057
9453,,2018,197,2130,,0,-42.47,0,25.1,85.6,2.04,180.2,0,101,,0.028,22.91,6.6,,27.23,0.355,,8.038,-1.594,9.631,397.32,,-38.24,-6.427
9454,,2018,197,2200,,0,-43.1,0,24.83,85,1.88,174.3,0,101,,0.028,22.83,6.09,,26.89,0.333,,6.283,-1.313,7.596,400.67,,-30.792,18.64
9455,,2018,197,2230,,0,-44.82,0,24.51,85.6,1.8,148.4,0,101,,0.028,22.75,5.64,,26.53,0.318,,6.401,-1.154,7.555,400.6,,-30.38,4.884
9456,,2018,197,2300,,0,-43.06,0,24.13,87.1,1.81,159.9,0,101,,0.028,22.67,5.22,,26.05,0.345,,8.918,-1.558,10.476,401.71,,-30.305,-1.046
9457,,2018,197,2330,,0,-43.96,0,23.8,88.5,2.06,174.8,0,101,,0.028,22.6,4.85,,25.95,0.431,,11.778,-0.153,11.931,401.94,,-42.021,0.354
9458,,2018,197,2400,,0,-43.55,0,23.64,89.1,1.74,171.4,0,101,,0.028,22.52,4.51,,25.64,0.306,,7.015,-0.682,7.697,402.68,,-25.299,-0.754
9459,,2018,198,30,,0,-42.18,0,23.38,90.3,1.63,204.4,0,101,,0.028,22.45,4.22,,25.46,0.327,,9.239,-0.286,9.525,402.85,,-29.353,-0.878
9460,,2018,198,100,,0,-40.14,0,23.2,91.3,1.59,210.5,0,101,,0.028,22.38,3.96,,25.26,0.291,,10.47,-0.405,10.875,401.37,,-25.871,-2.23
9461,,2018,198,130,,0,-39.15,0,23,92.4,1.86,154.4,0,101,,0.028,22.32,3.72,,25.18,0.414,,11.831,-0.222,12.053,400.02,,-29.726,-9.641
9462,,2018,198,200,,0,-39.52,0,22.98,92.7,1.86,241.3,0,101,,0.028,22.26,3.53,,25.19,0.462,,12.256,0.522,11.734,400.3,,-33.083,-4.45
9463,,2018,198,230,,0,-39.13,0,22.99,92.8,1.84,151.9,0,101,,0.028,22.21,3.38,,25.14,0.455,,10.858,0.456,10.402,400.98,,-33.82,0.413
9464,,2018,198,300,,0,-40.19,0,22.92,93.1,1.84,176.4,0,101,,0.028,22.16,3.26,,25.06,0.429,,6.882,-0.127,7.01,401.23,,-29.524,0.052
9465,,2018,198,330,,0,-39.12,0,22.86,94.3,1.84,157.2,0,100.9,,0.028,22.11,3.16,,24.98,0.406,,6.675,-0.285,6.961,401.98,,-25.17,-8.554
9466,,2018,198,400,,0,-39.35,0,22.77,95.2,1.73,215.3,0,100.9,,0.028,22.07,3.07,,24.86,0.391,,6.144,-0.144,6.288,402.74,,-24.027,6.731
9467,,2018,198,430,,0,-38.68,0,22.67,96,1.9,199.1,0,100.9,,0.028,22.02,2.98,,24.83,0.437,,10.232,-0.352,10.584,403.09,,-29.048,-3.951
9468,,2018,198,500,,0,-40.43,0,22.64,96.6,1.91,205.2,0,100.9,,0.028,21.98,2.91,,24.8,0.426,,10.88,-0.374,11.254,402.55,,-27.969,3.771
9469,,2018,198,530,,0.1,-39.28,0.2,22.62,97,1.79,148.9,0,100.9,,0.028,21.95,2.84,,24.9,0.415,,8.161,-0.205,8.366,400.45,,-27.573,-5.736
9470,,2018,198,600,,5,-35.14,12.4,22.7,97.3,1.96,183.9,0,100.9,,0.028,21.92,2.8,,25.01,0.442,,8.616,0.212,8.404,395.99,,-27.391,5.864
9471,,2018,198,630,,39.5,-19.95,79.2,22.87,97.3,1.98,221.2,0,100.9,,0.028,21.91,2.82,,25.41,0.534,,7.889,0.878,7.011,392.29,,-5.577,-3.805
9472,,2018,198,700,,102.5,29.96,208.7,23.43,96,2.03,189.8,0,100.9,,0.028,21.92,2.95,,26.07,0.531,,0.471,1.933,-1.462,389.01,,14.365,23.469
9473,,2018,198,730,,168.6,78.1,354.3,24.15,93,2.05,197.2,0,100.9,,0.028,21.95,3.25,,26.7,0.636,,-8.283,1.662,-9.945,385.2,,61.296,49.014
9474,,2018,198,800,,249.6,143.9,527.9,24.86,89.4,1.88,205.9,0,100.9,,0.028,22.01,3.71,,27.52,0.503,,-9.031,1.703,-10.734,381.39,,67.566,102.673
9475,,2018,198,830,,328.2,214.6,700,25.65,86,1.89,165.3,0,100.9,,0.028,22.1,4.33,,28.43,0.552,,-11.406,2.004,-13.41,378.6,,115.357,221.489
9476,,2018,198,900,,437.6,307.7,924,26.63,82.9,2.02,272.5,0,100.9,,0.028,22.2,5.05,,29.13,0.589,,-15.75,1.987,-17.737,376.61,,129.387,284.795
9477,,2018,198,930,,422.2,313,884,27.25,79.5,1.97,215.8,0,100.8,,0.028,22.32,5.9,,29.74,0.59,,-13.106,1.598,-14.704,376.07,,147.34,424.476
9478,,2018,198,1000,,577.9,431,1220,28.01,75.5,2.14,140.1,0,100.7,,0.028,22.46,6.9,,30.67,0.621,,-16.43,1.351,-17.781,375.29,,191.833,517.55
9479,,2018,198,1030,,696.4,525.7,1492,28.91,71,2.13,203.2,0,100.7,,0.028,22.63,8.11,,31.32,0.691,,-13.855,0.548,-14.403,374.96,,207.99,290.587
9480,,2018,198,1100,,713,543.3,1528,29.69,67.4,1.9,233.9,0,100.7,,0.028,22.82,9.09,,32.3,0.747,,-17.437,0.722,-18.158,374.18,,317.052,618.846
9481,,2018,198,1130,,787,609.1,1665,30.63,62.4,2.51,237.7,0,100.7,,0.028,23,9.72,,32.61,0.651,,-12.737,0.6,-13.337,374.59,,238.782,349.146
9482,,2018,198,1200,,782,608,1645,31.04,59.3,2.64,176.6,0,100.6,,0.028,23.19,10.37,,33.59,0.872,,-11.111,0.726,-11.837,375.05,,387.695,504.769
9483,,2018,198,1230,,906,720,1905,31.92,53.8,2.76,248.2,0,100.6,,0.028,23.42,11.12,,33.89,0.816,,-10.578,0.309,-10.886,375.16,,334.596,341.12
9484,,2018,198,1300,,880,686.7,1824,32.38,51.4,2.94,234.6,0,100.5,,0.028,23.62,11.71,,34.2,0.729,,-7.809,0.021,-7.83,374.68,,302.324,304.292
9485,,2018,198,1330,,845,658.7,1785,32.87,49.4,3.15,215.2,0,100.5,,0.028,23.81,12.09,,34.53,0.88,,-9.184,0.399,-9.583,373.5,,296.566,407.172
9486,,2018,198,1400,,768,604.4,1638,33.15,45.9,3.6,224.5,0,100.4,,0.028,23.93,12.4,,34.43,0.924,,-6.087,0.431,-6.518,372.07,,210.142,243.597
9487,,2018,198,1430,,527.8,399.5,1132,32.85,46.1,3.23,251.8,0,100.4,,0.028,23.97,12.57,,34.13,0.825,,-5.037,0.729,-5.766,372.39,,131.906,191.82
9488,,2018,198,1500,,392.4,269.9,833,32.49,47.7,2.37,210,0,100.4,,0.028,23.96,12.42,,30.67,0.732,,-10.032,0.725,-10.758,390.72,,,
9489,,2018,198,1530,,276.5,60.52,588,27.97,71.8,1.88,197.1,0.508,100.4,,0.028,23.91,11.92,,29.38,0.662,,-12.717,-0.282,,392.68,,,
9490,,2018,198,1600,,52.1,-23.2,130.3,26.14,87,1.5,348,6.35,100.6,,0.031,23.79,10.78,,24.69,0.678,,3.416,-7.693,,393.4,,,
9491,,2018,198,1630,,11.6,3.03,34.7,22.48,96.8,0.7,258.5,2.286,100.6,,0.033,23.72,12.42,,24.33,0.238,,4.956,-3.221,,394.58,,,
9492,,2018,198,1700,,5.8,-0.82,24.1,22.22,97.8,1.14,241.8,10.67,100.6,,0.039,23.62,9.81,,24.43,0.071,,7.912,-1.305,,397.8,,,
9493,,2018,198,1730,,16.6,2.72,47.3,22.3,98.3,0.83,128.8,2.286,100.7,,0.04,23.49,8.25,,24.67,0.189,,3.271,-2.537,,395.84,,,
9494,,2018,198,1800,,21.7,7.15,57,22.44,98.4,1.36,81.6,0.254,100.7,,0.042,23.37,7.22,,24.58,0.268,,1.958,-1.514,,395.67,,,
9495,,2018,198,1830,,35.9,14.59,84.5,22.4,98.5,1.43,55.5,0.508,100.7,,0.042,23.26,6.54,,24.09,0.423,,4.635,0.876,,395.95,,,
9496,,2018,198,1900,,58.6,25.78,125.7,21.96,98.6,1.51,74.4,0,100.7,,0.042,23.17,6.11,,23.91,0.344,,1.927,0.15,1.776,397.35,,-4.206,-15.324
9497,,2018,198,1930,,38.8,12.85,82.1,21.79,98.6,1.4,118.1,0,100.7,,0.042,23.09,5.72,,23.79,0.314,,2.341,-0.141,2.482,398.56,,-4.381,3.334
9498,,2018,198,2000,,31.5,12.38,54.5,21.69,98.6,1.51,115,0,100.7,,0.043,23.01,5.35,,23.65,0.283,,3.775,-0.846,4.621,400.65,,-3.208,10.976
9499,,2018,198,2030,,18.3,1.88,26.9,21.6,98.6,1.35,109.8,0,100.7,,0.043,22.93,4.98,,23.52,0.275,,2.381,-0.609,2.991,404.15,,-2.801,27.84
9500,,2018,198,2100,,0.7,-15.37,0.6,21.47,98.7,0.93,156.4,0,100.7,,0.043,22.85,4.61,,23.32,0.158,,5.172,-0.947,,409.09,,-3.188,-0.334
9501,,2018,198,2130,,0,-10.96,0,21.32,98.8,0.54,194.5,0,100.7,,0.044,22.78,4.25,,23.35,0.146,,2.888,-1.54,,413.25,,-1.23,-0.859
9502,,2018,198,2200,,0,-5.74,0,21.36,98.8,0.47,202.8,0,100.7,,0.044,22.71,3.93,,23.41,0.079,,4.995,-2.177,,413.77,,-1.588,-8.498
9503,,2018,198,2230,,0,-11.23,0,21.39,98.8,0.39,0,0,100.7,,0.044,22.65,3.68,,23.49,0.133,,5.447,-1.859,,410.36,,-1.696,-1.004
9504,,2018,198,2300,,0,-3.72,0,21.46,98.8,0.58,337.4,0,100.7,,0.044,22.59,3.5,,23.53,0.176,,18.281,-0.197,,411.62,,-0.615,-3.586
9505,,2018,198,2330,,0,-2.62,0,21.48,98.9,0.17,325.3,0,100.7,,0.045,22.53,3.38,,23.47,0.087,,11.076,1.469,,418.33,,1.458,6.794
9506,,2018,198,2400,,0,-5.31,0,21.42,98.9,0.28,119.6,0,100.7,,0.045,22.48,3.28,,23.36,0.039,,3.28,-0.494,,421.53,,-0.273,-2.087
9507,,2018,199,30,,0,-2.56,0,21.34,98.9,0.36,312.8,0,100.7,,0.045,22.43,3.19,,23.36,0.098,,7.924,-2.845,,424.55,,0.098,0.27
9508,,2018,199,100,,0,-1.67,0,21.35,98.9,0.44,247.2,0,100.7,,0.045,22.39,3.11,,23.4,0.094,,2.844,-1.396,,423.57,,-0.902,-0.23
9509,,2018,199,130,,0,-5.54,0,21.36,98.9,1.06,294.9,0,100.6,,0.046,22.35,3.04,,23.36,0.203,,8.723,-1.336,10.059,424.62,,-1.7,-1.333
9510,,2018,199,200,,0,-8.74,0,21.34,98.9,1.3,284.3,0,100.6,,0.045,22.31,2.97,,23.36,0.284,,7.154,0.424,6.731,429.13,,-3.251,5.007
9511,,2018,199,230,,0,-8.25,0,21.34,98.8,1.43,289.2,0,100.7,,0.046,22.26,2.91,,23.32,0.41,,13.944,-0.439,14.383,436.37,,-11.229,-26.659
9512,,2018,199,300,,0,-20.18,0,21.27,98.8,1.34,317.8,0,100.7,,0.046,22.22,2.82,,23.05,0.378,,9.69,-1.931,11.621,437.49,,-15.896,-6.542
9513,,2018,199,330,,0,-49.26,0,20.97,98.9,1.15,304.6,0,100.7,,0.045,22.17,2.68,,22.74,0.318,,4.985,-3.081,8.066,433.3,,-15.843,20.641
9514,,2018,199,400,,0,-49.23,0,20.61,99,1.14,338.6,0,100.7,,0.045,22.12,2.48,,22.36,0.253,,7.717,-0.521,8.238,428.46,,-20.927,-31.054
9515,,2018,199,430,,0,-46.72,0,20.13,99.1,1.01,326.2,0,100.8,,0.045,22.07,2.21,,21.7,0.236,,14.985,1.595,13.39,424.84,,-25.03,-7.764
9516,,2018,199,500,,0,-44.04,0,19.55,99.2,1.19,278.9,0,100.8,,0.045,22,1.89,,21.08,0.274,,18.657,1.838,16.819,421.42,,-27.181,-0.752
9517,,2018,199,530,,0,-49.63,0.5,19.05,99.2,0.99,309.3,0,100.8,,0.046,21.94,1.51,,20.49,0.247,,17.007,1.25,15.757,418.78,,-28.945,-9.656
9518,,2018,199,600,,4,-50.36,10.1,18.51,99,1.08,333.1,0,100.8,,0.045,21.87,1.09,,20.02,0.259,,15.232,1.102,14.13,416.06,,-29.732,5.47
9519,,2018,199,630,,47,-26.38,87.7,18.1,98.8,0.87,305,0,100.8,,0.045,21.79,0.68,,20.09,0.185,,4.94,0.824,,412.79,,-15.556,2.986
9520,,2018,199,700,,132.4,22.43,257.8,18.24,98.4,1.28,326.1,0,100.8,,0.045,21.73,0.35,,20.71,0.283,,-0.521,0.836,-1.358,403.53,,-9.9,-22.002
9521,,2018,199,730,,214.2,45.82,443.1,18.84,96.5,1.47,317.4,0,100.9,,0.045,21.68,0.23,,21.23,0.365,,-0.15,1.154,-1.304,395.25,,-2.695,49.673
9522,,2018,199,800,,299,92.1,626.8,19.33,90.4,1.42,294.8,0,100.9,,0.045,21.65,0.33,,21.73,0.396,,-5.169,4.068,-9.237,391.47,,10.508,52.072
9523,,2018,199,830,,382.3,216.6,798,19.8,84.8,1.15,0.3,0.254,100.9,,0.046,21.64,0.64,,22.34,0.457,,-10.451,3.912,,390.03,,,
9524,,2018,199,900,,489.3,313.3,1017,20.83,79.3,1.08,319.4,0,100.9,,0.046,21.65,1.17,,23.43,0.488,,-9.424,1.903,-11.326,387.7,,102.63,448.073
9525,,2018,199,930,,590.3,404.6,1222,22.1,72.9,1.58,15.1,0,100.9,,0.046,21.68,1.96,,24.07,0.583,,-13.213,0.887,-14.1,385.81,,154.654,445.505
9526,,2018,199,1000,,670.2,475.3,1384,22.95,65.7,1.56,18.8,0,100.9,,0.048,21.74,3.25,,24.93,0.508,,-12.032,1.577,-13.609,385.48,,150.589,372.022
9527,,2018,199,1030,,738,530.7,1523,23.81,62.2,1.78,0.2,0,100.9,,0.047,21.82,5.08,,25.74,0.662,,-17.018,1.513,-18.531,383.9,,243.755,568.849
9528,,2018,199,1100,,798,586.2,1649,24.69,59.8,1.64,23.9,0,100.9,,0.046,21.95,6.15,,26.24,0.533,,-12.163,0.61,-12.774,382.5,,178.127,324.784
9529,,2018,199,1130,,850,638.3,1756,25.15,58.3,1.65,25.8,0,100.9,,0.046,22.05,6.66,,26.97,0.543,,-15.123,1.142,-16.265,382,,212.168,412.025
9530,,2018,199,1200,,874,660.9,1795,25.8,55.7,1.75,6.3,0,100.9,,0.046,22.12,7.06,,26.94,0.594,,-14.75,1.065,-15.815,382.66,,116.027,322.637
9531,,2018,199,1230,,497.7,365.9,1046,25.69,55.8,1.61,35.3,0,100.9,,0.046,22.23,7.64,,27.8,0.584,,-19.737,0.46,-20.197,382.58,,214.065,557.807
9532,,2018,199,1300,,881,678.4,1787,26.62,52.5,2.28,65.5,0,100.9,,0.046,22.34,8.07,,27.92,0.597,,-16.827,0.072,-16.899,378.76,,197.256,460.346
9533,,2018,199,1330,,807,629.5,1659,26.98,49.2,1.77,318.1,0,100.9,,0.045,22.44,8.4,,27.89,0.509,,-10.393,-0.024,-10.369,377.59,,85.027,292.047
9534,,2018,199,1400,,588.7,433.4,1209,26.74,51.1,1.34,267.2,0,100.9,,0.046,22.52,8.83,,28.59,0.496,,-12.447,2.092,-14.539,377.57,,216.518,605.85
9535,,2018,199,1430,,776,584.4,1584,27.58,45.9,1.86,34,0,100.9,,0.045,22.57,9.27,,28.95,0.506,,-15.475,0.679,-16.154,377.18,,164.967,454.834
9536,,2018,199,1500,,826,628,1667,28.1,42.3,1.68,8.5,0,100.9,,0.045,22.61,9.67,,28.58,0.509,,-10.139,-0.117,-10.022,377.23,,48.242,332.58
9537,,2018,199,1530,,397.6,278.2,827,27.04,45.3,1.32,2.7,0,100.9,,0.044,22.65,9.51,,28.88,0.552,,-12.958,0.606,-13.564,378.19,,155.385,476.589
9538,,2018,199,1600,,584.4,413,1188,27.97,41,1.45,95.5,0,100.9,,0.044,22.68,9.25,,29.3,0.566,,-13.989,0.249,-14.238,379.29,,179.232,617.039
9539,,2018,199,1630,,708,466,1447,28.58,39,1.91,16.2,0,100.9,,0.044,22.7,9.13,,29.19,0.521,,-10.796,-0.954,-9.841,380.77,,91.881,305.26
9540,,2018,199,1700,,600.7,361.2,1232,28.44,38.7,1.6,334.7,0,100.9,,0.044,22.72,9.56,,29.23,0.569,,-10.816,0.028,-10.845,380.16,,107.423,440.268
9541,,2018,199,1730,,510.8,263.6,1049,28.46,36.7,1.67,317.7,0,100.9,,0.043,22.72,9.8,,29.07,0.571,,-6.211,-0.296,-5.916,379.33,,62.069,340.525
9542,,2018,199,1800,,419.4,191.9,858,28.33,34,1.46,6,0,100.9,,0.043,22.71,8.92,,28.88,0.549,,-3.245,0.181,-3.426,380.34,,27.051,311.663
9543,,2018,199,1830,,320,114.4,645.4,28.07,34.8,1.31,7.4,0,100.9,,0.042,22.68,8.03,,28.47,0.436,,-1.952,0.356,-2.309,380.76,,-5.505,224.409
9544,,2018,199,1900,,222.7,33.8,440,27.54,38,1.07,308,0,100.9,,0.042,22.64,7.23,,27.79,0.356,,0.028,-0.489,0.517,383.54,,-5.362,59.237
9545,,2018,199,1930,,136.6,-30.93,259.6,26.8,40.9,0.72,317.2,0,101,,0.042,22.59,6.47,,27.03,0.168,,-0.294,-0.312,,387.49,,-8.173,25.581
9546,,2018,199,2000,,60.1,-50.75,113.2,25.84,46.3,0.67,322.9,0,101,,0.042,22.52,5.67,,26.16,0.15,,0.121,-1.437,,391.78,,-15.448,6.288
9547,,2018,199,2030,,11.2,-57.51,24.2,24.65,50.8,0.89,311.8,0,101,,0.042,22.43,4.77,,25.32,0.174,,0.032,-2.044,,399.36,,-25.838,-8.497
9548,,2018,199,2100,,0.5,-60.87,1,23.73,53,0.87,353.8,0,101.1,,0.042,22.33,3.78,,24.58,0.17,,1.417,-2.318,,407.13,,-23.564,2.413
9549,,2018,199,2130,,0,-60.13,0,22.94,55.7,0.73,329.4,0,101.1,,0.042,22.22,2.8,,23.56,0.152,,3.104,-3.849,,408.97,,-28.485,27.24
9550,,2018,199,2200,,0,-58.93,0,21.84,60.5,0.54,297.7,0,101.2,,0.042,22.11,1.87,,22.78,0.096,,-0.556,-3.799,,415.13,,-13.504,-8.266
9551,,2018,199,2230,,0,-55.51,0,20.76,67.6,0.76,337.8,0,101.2,,0.042,21.99,1.02,,22.21,0.145,,0.201,-1.238,,408.06,,-19.241,-7.234
9552,,2018,199,2300,,0,-55.16,0,20.03,68.6,1.17,12.6,0,101.2,,0.042,21.88,0.23,,21.58,0.226,,8.167,-3.263,11.43,404.29,,-49.636,1.459
9553,,2018,199,2330,,0,-59.04,0,19.86,65.3,1.05,29.9,0,101.2,,0.042,21.76,-0.46,,21.49,0.17,,2.979,2.366,,405.66,,-26.69,-6.322
9554,,2018,199,2400,,0,-61.04,0,19.96,62.7,1.09,16.3,0,101.2,,0.042,21.65,-1.04,,21.33,0.181,,2.945,1.179,,404.8,,-36.22,-0.053
9555,,2018,200,30,,0,-60.08,0,19.72,62.1,1.18,51.9,0,101.3,,0.042,21.54,-1.52,,20.86,0.237,,3.978,-0.687,4.665,404.66,,-36.13,11.182
9556,,2018,200,100,,0,-62.42,0,19.42,62.7,0.96,15.1,0,101.3,,0.042,21.44,-1.92,,20.43,0.166,,2.282,0.427,,406.91,,-25.38,4.287
9557,,2018,200,130,,0,-60.37,0,18.92,64.8,0.9,346.1,0,101.3,,0.042,21.34,-2.31,,19.97,0.165,,-0.113,-0.08,,403.99,,-19.941,-0.466
9558,,2018,200,200,,0,-60.03,0,18.51,65.6,0.96,295.4,0,101.3,,0.042,21.24,-2.67,,19.47,0.179,,0.525,-1.144,,408.61,,-25.858,-4.951
9559,,2018,200,230,,0,-60.07,0,17.95,66.5,0.91,337.8,0,101.3,,0.042,21.14,-3.05,,19.43,0.168,,0.42,0.957,,409.2,,-19.685,-1.057
9560,,2018,200,300,,0,-60.63,0,17.81,66.2,0.95,280.7,0,101.4,,0.042,21.04,-3.43,,18.66,0.124,,0.125,-2.23,,410.38,,-11.562,-1.423
9561,,2018,200,330,,0,-57.86,0,17.1,69.2,1.08,298.6,0,101.4,,0.042,20.94,-3.82,,18.22,0.188,,0.066,-0.595,,413.45,,-24.562,-1.839
9562,,2018,200,400,,0,-60.03,0,16.65,70,0.87,320.9,0,101.4,,0.042,20.84,-4.2,,17.79,0.181,,0.487,-0.593,,416.52,,-29.341,-2.176
9563,,2018,200,430,,0,-61.44,0,16.38,70.7,0.99,337.1,0,101.4,,0.042,20.74,-4.55,,17.2,0.16,,2.039,-1.757,,421.79,,-26.493,0.322
9564,,2018,200,500,,0,-59,0,15.73,73.8,0.81,286.2,0,101.4,,0.042,20.64,-4.86,,16.82,0.191,,1.799,-1.605,,421.77,,-34.961,0.993
9565,,2018,200,530,,0.1,-59.58,0.2,15.39,75.9,1.07,329.5,0,101.4,,0.042,20.55,-5.12,,16.24,0.148,,2.731,-2.447,,418.88,,-19.893,-3.368
9566,,2018,200,600,,5.3,-53.48,12.2,14.83,79.1,1.08,295.9,0,101.4,,0.043,20.46,-5.34,,16.15,0.154,,2.811,-0.404,,421.59,,-23.965,7.023
9567,,2018,200,630,,44.2,-32.08,83.4,14.69,79.2,1,309.2,0,101.5,,0.042,20.38,-5.48,,16.64,0.23,,0.051,1.042,-0.991,415.17,,-18.124,13.97
9568,,2018,200,700,,124.4,10.74,235,15.34,76.2,1.13,314.3,0,101.5,,0.042,20.33,-5.48,,17.53,0.249,,1.701,-1.533,3.234,403.86,,14.078,12.421
9569,,2018,200,730,,211.9,65.9,417.3,16.25,75.3,0.8,308.7,0,101.5,,0.042,20.29,-5.23,,19.12,0.215,,-2.683,2.703,-5.386,398.65,,39.402,8.965
9570,,2018,200,800,,306.9,139.1,615.4,17.69,70.3,0.93,271.5,0,101.5,,0.042,20.29,-4.65,,20.78,0.266,,-1.921,5.32,-7.24,395.88,,46.069,228.647
9571,,2018,200,830,,404.8,224.4,818,19.47,62.7,1.44,6.3,0,101.5,,0.042,20.32,-3.74,,21.87,0.406,,-13.044,2.812,-15.856,395.01,,102.562,145.728
9572,,2018,200,900,,501.8,309.5,1016,20.9,57.3,1.17,62.3,0,101.6,,0.042,20.39,-2.61,,22.84,0.424,,-15.243,2.047,-17.29,392.89,,153.996,281.219
9573,,2018,200,930,,590.4,391.5,1198,21.9,53.5,0.96,325,0,101.6,,0.042,20.47,-1.26,,23.39,0.385,,-13.562,1.411,-14.972,389.85,,182.915,351.937
9574,,2018,200,1000,,673.9,467.6,1367,22.59,52.7,0.81,81.8,0,101.6,,0.042,20.56,0.48,,24.14,0.273,,-13.315,1.728,-15.043,387.51,,161.682,291.472
9575,,2018,200,1030,,747,526,1514,23.13,51,0.85,66.3,0,101.6,,0.042,20.68,2.65,,24.95,0.308,,-17.008,1.857,-18.865,384.01,,236.577,438.764
9576,,2018,200,1100,,808,588.4,1638,23.98,48.8,0.84,62.4,0,101.6,,0.041,20.84,3.89,,25.12,0.263,,-14.813,1.379,-16.192,385.07,,154.49,262.445
9577,,2018,200,1130,,864,638.2,1749,24.44,46.2,1.02,193.3,0,101.6,,0.041,20.97,4.55,,25.94,0.372,,-12.651,1.78,-14.431,385.12,,182.87,424.908
9578,,2018,200,1200,,907,663.9,1835,25.26,41.5,0.65,90.3,0,101.6,,0.041,21.1,5.25,,26.47,0.316,,-14.799,0.015,-14.814,384.02,,253.188,434.922
9579,,2018,200,1230,,928,698.5,1884,25.56,41.3,0.61,131.6,0,101.5,,0.041,21.27,6.17,,26.8,0.246,,-14.677,0.232,-14.909,382.74,,227.52,317.455
9580,,2018,200,1300,,959,728,1946,26.19,39.7,0.82,96.9,0,101.5,,0.04,21.44,6.86,,27.35,0.36,,-15.433,0.907,-16.341,382.06,,289.033,463.394
